序号,行业类别,占净值比例,市值,截止时间,fund_code
8,采矿业,0.58,1417.526856,2024-12-31,166005
9,金融业,0.34,837.968086,2024-12-31,166005
10,住宿和餐饮业,0.13,309.000295,2024-12-31,166005
11,信息传输、软件和信息技术服务业,0.02,43.678645,2024-12-31,166005
12,建筑业,0.02,42.0,2024-12-31,166005
13,文化、体育和娱乐业,0.01,22.2031,2024-12-31,166005
14,制造业,71.22,208442.950883,2024-09-30,166005
15,交通运输、仓储和邮政业,6.23,18221.578914,2024-09-30,166005
16,批发和零售业,5.13,15025.18477,2024-09-30,166005
17,租赁和商务服务业,3.99,11679.896838,2024-09-30,166005
18,房地产业,3.39,9933.255955,2024-09-30,166005
19,水利、环境和公共设施管理业,1.93,5656.924875,2024-09-30,166005
20,科学研究和技术服务业,1.16,3382.728751,2024-09-30,166005
21,金融业,0.29,848.391034,2024-09-30,166005
22,采矿业,0.04,112.125208,2024-09-30,166005
23,信息传输、软件和信息技术服务业,0.02,53.958902,2024-09-30,166005
24,建筑业,0.02,45.760275,2024-09-30,166005
25,文化、体育和娱乐业,0.01,25.1428,2024-09-30,166005
26,住宿和餐饮业,0.0,0.1008,2024-09-30,166005
27,制造业,67.99,188502.021248,2024-06-30,166005
28,批发和零售业,6.75,18715.147263,2024-06-30,166005
29,交通运输、仓储和邮政业,5.14,14256.192972,2024-06-30,166005
30,租赁和商务服务业,4.72,13076.000532,2024-06-30,166005
31,房地产业,2.77,7682.51583,2024-06-30,166005
32,科学研究和技术服务业,1.69,4687.436153,2024-06-30,166005
33,水利、环境和公共设施管理业,1.49,4119.849678,2024-06-30,166005
34,金融业,1.34,3721.853734,2024-06-30,166005
35,建筑业,1.14,3171.952136,2024-06-30,166005
36,文化、体育和娱乐业,0.83,2309.428,2024-06-30,166005
37,采矿业,0.04,112.042592,2024-06-30,166005
38,信息传输、软件和信息技术服务业,0.03,74.709659,2024-06-30,166005
39,住宿和餐饮业,0.0,0.09612,2024-06-30,166005
40,制造业,68.2,205281.002537,2024-03-31,166005
41,批发和零售业,6.44,19389.5596,2024-03-31,166005
42,租赁和商务服务业,3.98,11970.764179,2024-03-31,166005
43,金融业,3.24,9742.866841,2024-03-31,166005
44,交通运输、仓储和邮政业,3.14,9462.604285,2024-03-31,166005
45,科学研究和技术服务业,2.92,8782.38321,2024-03-31,166005
46,房地产业,2.7,8111.477153,2024-03-31,166005
47,建筑业,1.78,5369.396544,2024-03-31,166005
48,水利、环境和公共设施管理业,0.92,2760.567453,2024-03-31,166005
49,文化、体育和娱乐业,0.33,1007.6346,2024-03-31,166005
50,采矿业,0.04,134.932896,2024-03-31,166005
51,信息传输、软件和信息技术服务业,0.04,114.888149,2024-03-31,166005
52,教育,0.01,34.022227,2024-03-31,166005
53,电力、热力、燃气及水生产和供应业,0.0,7.12256,2024-03-31,166005
54,住宿和餐饮业,0.0,0.130725,2024-03-31,166005
1,采矿业,39.4,46780.512198,2024-12-31,162209
2,金融业,24.3,28846.506937,2024-12-31,162209
3,制造业,14.05,16678.476081,2024-12-31,162209
4,电力、热力、燃气及水生产和供应业,4.99,5928.91432,2024-12-31,162209
5,租赁和商务服务业,0.77,910.2956,2024-12-31,162209
6,交通运输、仓储和邮政业,0.65,771.56388,2024-12-31,162209
7,建筑业,0.62,738.3843,2024-12-31,162209
8,房地产业,0.48,572.5853,2024-12-31,162209
9,信息传输、软件和信息技术服务业,0.18,211.571042,2024-12-31,162209
10,科学研究和技术服务业,0.0,1.114856,2024-12-31,162209
11,采矿业,41.32,62850.05376,2024-09-30,162209
12,金融业,22.88,34803.51888,2024-09-30,162209
13,制造业,15.17,23072.721046,2024-09-30,162209
14,电力、热力、燃气及水生产和供应业,5.32,8090.2016,2024-09-30,162209
15,交通运输、仓储和邮政业,0.7,1058.841,2024-09-30,162209
16,信息传输、软件和信息技术服务业,0.15,226.892334,2024-09-30,162209
17,科学研究和技术服务业,0.0,0.954168,2024-09-30,162209
18,采矿业,38.37,41657.836216,2024-06-30,162209
19,金融业,23.37,25368.400898,2024-06-30,162209
20,制造业,14.58,15825.943071,2024-06-30,162209
21,电力、热力、燃气及水生产和供应业,6.9,7487.78034,2024-06-30,162209
22,交通运输、仓储和邮政业,0.72,784.378,2024-06-30,162209
23,信息传输、软件和信息技术服务业,0.2,215.398102,2024-06-30,162209
24,水利、环境和公共设施管理业,0.0,1.664628,2024-06-30,162209
25,采矿业,38.98,36878.685034,2024-03-31,162209
26,金融业,24.49,23168.18365,2024-03-31,162209
27,制造业,14.55,13767.655533,2024-03-31,162209
28,电力、热力、燃气及水生产和供应业,6.14,5812.1675,2024-03-31,162209
29,交通运输、仓储和邮政业,1.09,1028.7808,2024-03-31,162209
30,信息传输、软件和信息技术服务业,0.22,208.535682,2024-03-31,162209
31,水利、环境和公共设施管理业,0.0,1.315223,2024-03-31,162209
1,制造业,52.75,17177.631828,2024-12-31,519013
2,金融业,13.96,4545.0284,2024-12-31,519013
3,电力、热力、燃气及水生产和供应业,7.56,2461.5194,2024-12-31,519013
4,信息传输、软件和信息技术服务业,4.93,1605.0493,2024-12-31,519013
5,批发和零售业,1.85,603.9168,2024-12-31,519013
6,交通运输、仓储和邮政业,0.98,319.4918,2024-12-31,519013
7,房地产业,0.69,225.432,2024-12-31,519013
8,农、林、牧、渔业,0.61,200.2209,2024-12-31,519013
9,采矿业,0.55,180.5328,2024-12-31,519013
10,住宿和餐饮业,0.52,168.1436,2024-12-31,519013
11,水利、环境和公共设施管理业,0.46,151.2,2024-12-31,519013
12,制造业,56.27,17530.8275,2024-09-30,519013
13,金融业,20.25,6309.2095,2024-09-30,519013
14,信息传输、软件和信息技术服务业,4.26,1326.720641,2024-09-30,519013
15,采矿业,4.07,1268.9108,2024-09-30,519013
16,电力、热力、燃气及水生产和供应业,2.4,747.3691,2024-09-30,519013
17,房地产业,1.83,570.5819,2024-09-30,519013
18,卫生和社会工作,1.15,356.7846,2024-09-30,519013
19,交通运输、仓储和邮政业,1.0,310.8963,2024-09-30,519013
20,农、林、牧、渔业,0.56,173.1994,2024-09-30,519013
21,科学研究和技术服务业,0.51,157.777355,2024-09-30,519013
22,制造业,58.11,19982.233953,2024-06-30,519013
23,金融业,10.8,3712.6441,2024-06-30,519013
24,电力、热力、燃气及水生产和供应业,8.13,2797.0651,2024-06-30,519013
25,采矿业,3.75,1289.8686,2024-06-30,519013
26,房地产业,2.26,778.3328,2024-06-30,519013
27,建筑业,1.07,367.4216,2024-06-30,519013
28,农、林、牧、渔业,1.01,345.748,2024-06-30,519013
29,交通运输、仓储和邮政业,0.98,337.6374,2024-06-30,519013
30,信息传输、软件和信息技术服务业,0.53,182.4576,2024-06-30,519013
31,科学研究和技术服务业,0.37,128.9376,2024-06-30,519013
32,制造业,64.01,18589.495068,2024-03-31,519013
33,电力、热力、燃气及水生产和供应业,8.0,2321.8981,2024-03-31,519013
34,采矿业,4.91,1426.988,2024-03-31,519013
35,金融业,4.34,1260.7206,2024-03-31,519013
36,信息传输、软件和信息技术服务业,3.52,1022.073626,2024-03-31,519013
37,科学研究和技术服务业,1.82,528.183776,2024-03-31,519013
38,建筑业,1.51,437.2137,2024-03-31,519013
39,交通运输、仓储和邮政业,1.2,349.0912,2024-03-31,519013
40,文化、体育和娱乐业,1.02,295.0597,2024-03-31,519013
41,房地产业,0.84,245.2876,2024-03-31,519013
42,批发和零售业,0.07,19.4223,2024-03-31,519013
1,制造业,58.29,161426.981359,2024-12-31,340007
2,信息传输、软件和信息技术服务业,10.32,28572.952932,2024-12-31,340007
3,金融业,8.02,22203.469904,2024-12-31,340007
4,交通运输、仓储和邮政业,3.5,9683.1853,2024-12-31,340007
5,综合,2.06,5698.5146,2024-12-31,340007
6,批发和零售业,1.75,4839.364476,2024-12-31,340007
7,建筑业,1.04,2869.68,2024-12-31,340007
8,科学研究和技术服务业,0.0,1.114856,2024-12-31,340007
9,制造业,66.07,182453.994435,2024-09-30,340007
10,金融业,7.17,19799.7069,2024-09-30,340007
11,租赁和商务服务业,4.29,11835.783265,2024-09-30,340007
12,交通运输、仓储和邮政业,2.91,8034.335368,2024-09-30,340007
13,采矿业,2.84,7839.749008,2024-09-30,340007
14,综合,2.52,6971.976,2024-09-30,340007
15,科学研究和技术服务业,1.63,4495.631971,2024-09-30,340007
16,信息传输、软件和信息技术服务业,1.43,3958.874554,2024-09-30,340007
17,批发和零售业,0.39,1083.5145,2024-09-30,340007
18,制造业,75.57,205384.801159,2024-06-30,340007
19,交通运输、仓储和邮政业,9.93,26989.798,2024-06-30,340007
20,综合,4.4,11968.0,2024-06-30,340007
21,农、林、牧、渔业,1.16,3151.4292,2024-06-30,340007
22,信息传输、软件和信息技术服务业,0.58,1584.698102,2024-06-30,340007
23,水利、环境和公共设施管理业,0.0,2.007768,2024-06-30,340007
24,租赁和商务服务业,0.0,0.241912,2024-06-30,340007
25,制造业,65.9,184699.088416,2024-03-31,340007
26,信息传输、软件和信息技术服务业,8.74,24499.246082,2024-03-31,340007
27,交通运输、仓储和邮政业,7.67,21487.5,2024-03-31,340007
28,综合,4.55,12745.5,2024-03-31,340007
29,租赁和商务服务业,4.27,11959.10976,2024-03-31,340007
30,金融业,2.07,5796.0,2024-03-31,340007
31,水利、环境和公共设施管理业,0.0,1.586338,2024-03-31,340007
32,科学研究和技术服务业,0.0,1.575021,2024-03-31,340007
1,制造业,55.16,27523.058582,2024-12-31,660005
2,信息传输、软件和信息技术服务业,7.11,3549.962475,2024-12-31,660005
3,批发和零售业,4.27,2130.09942,2024-12-31,660005
4,金融业,4.2,2094.2804,2024-12-31,660005
5,交通运输、仓储和邮政业,3.97,1982.7102,2024-12-31,660005
6,文化、体育和娱乐业,2.44,1219.2491,2024-12-31,660005
7,农、林、牧、渔业,2.14,1069.453,2024-12-31,660005
8,水利、环境和公共设施管理业,1.02,506.7036,2024-12-31,660005
9,住宿和餐饮业,0.99,491.8066,2024-12-31,660005
10,租赁和商务服务业,0.48,237.8934,2024-12-31,660005
11,制造业,52.83,28114.180076,2024-09-30,660005
12,信息传输、软件和信息技术服务业,6.92,3682.129541,2024-09-30,660005
13,交通运输、仓储和邮政业,3.69,1963.596,2024-09-30,660005
14,金融业,2.79,1486.4405,2024-09-30,660005
15,批发和零售业,2.05,1090.5324,2024-09-30,660005
16,电力、热力、燃气及水生产和供应业,2.0,1064.9685,2024-09-30,660005
17,文化、体育和娱乐业,1.32,702.9896,2024-09-30,660005
18,水利、环境和公共设施管理业,1.3,691.0596,2024-09-30,660005
19,采矿业,0.97,516.4422,2024-09-30,660005
20,制造业,45.77,23780.089168,2024-06-30,660005
21,电力、热力、燃气及水生产和供应业,6.01,3122.9734,2024-06-30,660005
22,信息传输、软件和信息技术服务业,5.21,2704.63608,2024-06-30,660005
23,教育,3.39,1763.29399,2024-06-30,660005
24,交通运输、仓储和邮政业,2.91,1511.4314,2024-06-30,660005
25,采矿业,2.72,1412.2313,2024-06-30,660005
26,文化、体育和娱乐业,2.22,1152.2668,2024-06-30,660005
27,批发和零售业,1.98,1029.5427,2024-06-30,660005
28,金融业,1.52,787.8808,2024-06-30,660005
29,水利、环境和公共设施管理业,1.39,723.5888,2024-06-30,660005
30,房地产业,0.82,425.9112,2024-06-30,660005
31,租赁和商务服务业,0.41,212.8392,2024-06-30,660005
32,制造业,43.86,23201.61755,2024-03-31,660005
33,信息传输、软件和信息技术服务业,6.21,3284.136,2024-03-31,660005
34,交通运输、仓储和邮政业,5.68,3003.0017,2024-03-31,660005
35,电力、热力、燃气及水生产和供应业,3.47,1836.2263,2024-03-31,660005
36,租赁和商务服务业,2.75,1455.114,2024-03-31,660005
37,教育,2.35,1245.739691,2024-03-31,660005
38,采矿业,1.99,1054.4913,2024-03-31,660005
39,文化、体育和娱乐业,1.6,844.16312,2024-03-31,660005
40,批发和零售业,1.58,833.6663,2024-03-31,660005
41,水利、环境和公共设施管理业,1.56,827.7388,2024-03-31,660005
42,金融业,0.94,496.6416,2024-03-31,660005
1,制造业,72.73,9998.419011,2024-12-31,460007
2,金融业,6.37,875.7112,2024-12-31,460007
3,采矿业,4.32,594.0219,2024-12-31,460007
4,房地产业,2.08,285.7097,2024-12-31,460007
5,农、林、牧、渔业,1.31,179.56432,2024-12-31,460007
6,文化、体育和娱乐业,0.81,111.0155,2024-12-31,460007
7,信息传输、软件和信息技术服务业,0.44,60.484737,2024-12-31,460007
8,水利、环境和公共设施管理业,0.41,56.2156,2024-12-31,460007
9,科学研究和技术服务业,0.22,30.8224,2024-12-31,460007
10,教育,0.13,17.2446,2024-12-31,460007
11,交通运输、仓储和邮政业,0.11,15.248,2024-12-31,460007
12,建筑业,0.0,0.2844,2024-12-31,460007
13,制造业,58.17,8852.590721,2024-09-30,460007
14,采矿业,15.73,2394.3604,2024-09-30,460007
15,农、林、牧、渔业,7.38,1122.64304,2024-09-30,460007
16,房地产业,7.3,1110.2967,2024-09-30,460007
17,金融业,3.16,481.385,2024-09-30,460007
18,交通运输、仓储和邮政业,0.7,106.0662,2024-09-30,460007
19,文化、体育和娱乐业,0.62,95.1008,2024-09-30,460007
20,教育,0.62,94.635,2024-09-30,460007
21,信息传输、软件和信息技术服务业,0.07,9.948389,2024-09-30,460007
22,建筑业,0.0,0.345,2024-09-30,460007
23,制造业,45.71,6625.292683,2024-06-30,460007
24,农、林、牧、渔业,21.46,3110.67908,2024-06-30,460007
25,采矿业,14.79,2144.2169,2024-06-30,460007
26,教育,5.49,795.0356,2024-06-30,460007
27,交通运输、仓储和邮政业,4.37,632.8763,2024-06-30,460007
28,信息传输、软件和信息技术服务业,2.8,405.759737,2024-06-30,460007
29,建筑业,0.0,0.3618,2024-06-30,460007
30,水利、环境和公共设施管理业,0.0,0.3591,2024-06-30,460007
31,制造业,61.02,9554.038672,2024-03-31,460007
32,农、林、牧、渔业,18.29,2863.378,2024-03-31,460007
33,采矿业,8.64,1352.2856,2024-03-31,460007
34,教育,4.43,693.348,2024-03-31,460007
35,房地产业,2.36,369.4911,2024-03-31,460007
36,水利、环境和公共设施管理业,0.04,6.835725,2024-03-31,460007
37,科学研究和技术服务业,0.01,0.849534,2024-03-31,460007
38,信息传输、软件和信息技术服务业,0.0,0.7704,2024-03-31,460007
39,租赁和商务服务业,0.0,0.25696,2024-03-31,460007
40,交通运输、仓储和邮政业,0.0,0.238815,2024-03-31,460007
1,制造业,51.17,50831.746694,2024-12-31,100039
2,文化、体育和娱乐业,5.07,5035.3078,2024-12-31,100039
3,信息传输、软件和信息技术服务业,4.62,4593.324815,2024-12-31,100039
4,交通运输、仓储和邮政业,2.24,2225.21158,2024-12-31,100039
5,制造业,58.44,69746.055756,2024-09-30,100039
6,文化、体育和娱乐业,8.86,10575.6682,2024-09-30,100039
7,信息传输、软件和信息技术服务业,3.65,4352.3737,2024-09-30,100039
8,交通运输、仓储和邮政业,2.98,3556.9201,2024-09-30,100039
9,金融业,2.94,3509.6116,2024-09-30,100039
10,批发和零售业,1.38,1644.8868,2024-09-30,100039
11,租赁和商务服务业,0.51,604.149,2024-09-30,100039
12,制造业,67.16,52940.676923,2024-06-30,100039
13,文化、体育和娱乐业,7.58,5978.5233,2024-06-30,100039
14,信息传输、软件和信息技术服务业,3.4,2683.466638,2024-06-30,100039
15,制造业,57.64,47169.642747,2024-03-31,100039
16,信息传输、软件和信息技术服务业,13.2,10803.454988,2024-03-31,100039
17,文化、体育和娱乐业,11.45,9369.9674,2024-03-31,100039
18,电力、热力、燃气及水生产和供应业,2.21,1807.4,2024-03-31,100039
1,制造业,76.68,51104.309913,2024-12-31,150968
2,信息传输、软件和信息技术服务业,7.91,5274.981319,2024-12-31,150968
3,科学研究和技术服务业,4.15,2762.90928,2024-12-31,150968
4,文化、体育和娱乐业,0.51,338.8959,2024-12-31,150968
5,水利、环境和公共设施管理业,0.02,11.229624,2024-12-31,150968
6,交通运输、仓储和邮政业,0.0,3.321648,2024-12-31,150968
7,制造业,82.67,55458.454404,2024-09-30,150968
8,科学研究和技术服务业,3.6,2415.216602,2024-09-30,150968
9,信息传输、软件和信息技术服务业,3.44,2309.322976,2024-09-30,150968
10,水利、环境和公共设施管理业,0.02,12.002032,2024-09-30,150968
11,制造业,82.2,46068.80118,2024-06-30,150968
12,信息传输、软件和信息技术服务业,4.11,2304.901475,2024-06-30,150968
13,科学研究和技术服务业,3.03,1700.69868,2024-06-30,150968
14,水利、环境和公共设施管理业,0.02,9.243432,2024-06-30,150968
15,制造业,78.03,46053.47718,2024-03-31,150968
16,金融业,5.25,3098.416,2024-03-31,150968
17,科学研究和技术服务业,3.15,1861.477893,2024-03-31,150968
18,信息传输、软件和信息技术服务业,2.96,1744.464103,2024-03-31,150968
19,水利、环境和公共设施管理业,0.01,8.74264,2024-03-31,150968
20,租赁和商务服务业,0.01,3.346016,2024-03-31,150968
21,批发和零售业,0.0,1.575548,2024-03-31,150968
1,制造业,54.4,290463.540853,2024-12-31,166001
2,农、林、牧、渔业,7.36,39316.414616,2024-12-31,166001
3,信息传输、软件和信息技术服务业,6.5,34694.539507,2024-12-31,166001
4,金融业,5.76,30735.97748,2024-12-31,166001
5,采矿业,4.25,22691.585304,2024-12-31,166001
6,交通运输、仓储和邮政业,3.34,17843.685789,2024-12-31,166001
7,卫生和社会工作,1.88,10057.19496,2024-12-31,166001
8,房地产业,1.08,5781.719526,2024-12-31,166001
9,建筑业,1.03,5520.146029,2024-12-31,166001
10,租赁和商务服务业,0.67,3577.6539,2024-12-31,166001
11,批发和零售业,0.31,1680.27651,2024-12-31,166001
12,水利、环境和公共设施管理业,0.15,813.803625,2024-12-31,166001
13,科学研究和技术服务业,0.0,1.114856,2024-12-31,166001
14,制造业,61.04,418873.845537,2024-09-30,166001
15,农、林、牧、渔业,11.89,81586.090136,2024-09-30,166001
16,采矿业,6.64,45541.133028,2024-09-30,166001
17,交通运输、仓储和邮政业,5.96,40925.407057,2024-09-30,166001
18,卫生和社会工作,3.09,21192.467545,2024-09-30,166001
19,房地产业,1.32,9050.227872,2024-09-30,166001
20,金融业,0.81,5591.388,2024-09-30,166001
21,文化、体育和娱乐业,0.53,3617.3538,2024-09-30,166001
22,信息传输、软件和信息技术服务业,0.0,20.088362,2024-09-30,166001
23,科学研究和技术服务业,0.0,0.954168,2024-09-30,166001
24,制造业,53.17,327084.109866,2024-06-30,166001
25,农、林、牧、渔业,15.2,93466.90075,2024-06-30,166001
26,采矿业,7.09,43609.328714,2024-06-30,166001
27,交通运输、仓储和邮政业,5.72,35189.031557,2024-06-30,166001
28,卫生和社会工作,2.26,13901.40056,2024-06-30,166001
29,电力、热力、燃气及水生产和供应业,2.05,12640.048522,2024-06-30,166001
30,文化、体育和娱乐业,1.15,7077.010039,2024-06-30,166001
31,科学研究和技术服务业,0.69,4225.7423,2024-06-30,166001
32,信息传输、软件和信息技术服务业,0.0,4.698102,2024-06-30,166001
33,水利、环境和公共设施管理业,0.0,2.007768,2024-06-30,166001
34,制造业,52.31,309114.814552,2024-03-31,166001
35,农、林、牧、渔业,15.38,90855.441124,2024-03-31,166001
36,交通运输、仓储和邮政业,7.08,41857.652501,2024-03-31,166001
37,采矿业,6.45,38097.042734,2024-03-31,166001
38,文化、体育和娱乐业,2.95,17440.816666,2024-03-31,166001
39,卫生和社会工作,2.69,15898.37048,2024-03-31,166001
40,电力、热力、燃气及水生产和供应业,1.64,9691.522932,2024-03-31,166001
41,信息传输、软件和信息技术服务业,1.51,8906.274082,2024-03-31,166001
42,金融业,1.05,6210.39168,2024-03-31,166001
43,租赁和商务服务业,0.73,4308.957774,2024-03-31,166001
44,科学研究和技术服务业,0.49,2875.816191,2024-03-31,166001
45,水利、环境和公共设施管理业,0.0,1.586338,2024-03-31,166001
1,制造业,76.64,268212.080612,2024-12-31,110013
2,信息传输、软件和信息技术服务业,6.23,21800.027578,2024-12-31,110013
3,交通运输、仓储和邮政业,3.69,12931.867,2024-12-31,110013
4,文化、体育和娱乐业,3.35,11723.825212,2024-12-31,110013
5,科学研究和技术服务业,1.47,5160.689218,2024-12-31,110013
6,电力、热力、燃气及水生产和供应业,0.65,2291.9472,2024-12-31,110013
7,建筑业,0.53,1851.3144,2024-12-31,110013
8,金融业,0.16,564.7482,2024-12-31,110013
9,制造业,75.82,352755.069935,2024-09-30,110013
10,信息传输、软件和信息技术服务业,4.46,20738.387961,2024-09-30,110013
11,采矿业,1.8,8381.9916,2024-09-30,110013
12,房地产业,1.41,6559.309,2024-09-30,110013
13,电力、热力、燃气及水生产和供应业,0.84,3896.9614,2024-09-30,110013
14,金融业,0.75,3503.6446,2024-09-30,110013
15,科学研究和技术服务业,0.21,956.793668,2024-09-30,110013
16,批发和零售业,0.17,767.9556,2024-09-30,110013
17,制造业,74.54,335858.934437,2024-06-30,110013
18,信息传输、软件和信息技术服务业,4.35,19599.45626,2024-06-30,110013
19,电力、热力、燃气及水生产和供应业,1.85,8349.51326,2024-06-30,110013
20,农、林、牧、渔业,1.39,6259.83588,2024-06-30,110013
21,采矿业,1.0,4492.69326,2024-06-30,110013
22,科学研究和技术服务业,0.31,1418.42426,2024-06-30,110013
23,房地产业,0.24,1063.89,2024-06-30,110013
24,批发和零售业,0.15,663.3171,2024-06-30,110013
25,水利、环境和公共设施管理业,0.0,2.007768,2024-06-30,110013
26,制造业,66.92,311272.185257,2024-03-31,110013
27,信息传输、软件和信息技术服务业,5.28,24579.370181,2024-03-31,110013
28,电力、热力、燃气及水生产和供应业,4.33,20159.280579,2024-03-31,110013
29,采矿业,2.22,10343.59936,2024-03-31,110013
30,农、林、牧、渔业,1.71,7964.05069,2024-03-31,110013
31,科学研究和技术服务业,0.88,4103.364142,2024-03-31,110013
32,交通运输、仓储和邮政业,0.39,1827.154981,2024-03-31,110013
33,批发和零售业,0.3,1409.440323,2024-03-31,110013
34,卫生和社会工作,0.19,878.733,2024-03-31,110013
35,金融业,0.07,322.42352,2024-03-31,110013
36,水利、环境和公共设施管理业,0.0,1.586338,2024-03-31,110013
37,租赁和商务服务业,0.0,0.30976,2024-03-31,110013
1,制造业,67.97,73166.500335,2024-12-31,161606
2,房地产业,23.3,25082.526943,2024-12-31,161606
3,信息传输、软件和信息技术服务业,0.5,539.665873,2024-12-31,161606
4,交通运输、仓储和邮政业,0.0,3.18648,2024-12-31,161606
5,科学研究和技术服务业,0.0,1.114856,2024-12-31,161606
6,制造业,66.5,75307.5826,2024-09-30,161606
7,房地产业,28.43,32197.870748,2024-09-30,161606
8,信息传输、软件和信息技术服务业,0.02,20.088362,2024-09-30,161606
9,科学研究和技术服务业,0.0,0.954168,2024-09-30,161606
10,制造业,76.92,82537.386573,2024-06-30,161606
11,房地产业,17.86,19160.103102,2024-06-30,161606
12,信息传输、软件和信息技术服务业,0.0,4.698102,2024-06-30,161606
13,水利、环境和公共设施管理业,0.0,2.007768,2024-06-30,161606
14,制造业,65.7,68278.755685,2024-03-31,161606
15,房地产业,27.76,28847.398839,2024-03-31,161606
16,采矿业,1.22,1265.1062,2024-03-31,161606
17,水利、环境和公共设施管理业,0.0,1.586338,2024-03-31,161606
18,科学研究和技术服务业,0.0,1.575021,2024-03-31,161606
19,信息传输、软件和信息技术服务业,0.0,1.246082,2024-03-31,161606
20,交通运输、仓储和邮政业,0.0,1.155645,2024-03-31,161606
21,租赁和商务服务业,0.0,0.30976,2024-03-31,161606
1,制造业,88.23,84858.950879,2024-12-31,202027
2,信息传输、软件和信息技术服务业,3.0,2887.056099,2024-12-31,202027
3,科学研究和技术服务业,2.84,2733.709132,2024-12-31,202027
4,交通运输、仓储和邮政业,0.0,3.246345,2024-12-31,202027
5,制造业,75.74,81918.832568,2024-09-30,202027
6,信息传输、软件和信息技术服务业,7.81,8446.666899,2024-09-30,202027
7,交通运输、仓储和邮政业,2.03,2199.0016,2024-09-30,202027
8,科学研究和技术服务业,2.02,2184.457775,2024-09-30,202027
9,水利、环境和公共设施管理业,1.99,2153.789,2024-09-30,202027
10,金融业,0.56,609.8156,2024-09-30,202027
11,制造业,77.84,76774.60123,2024-06-30,202027
12,交通运输、仓储和邮政业,6.22,6137.1564,2024-06-30,202027
13,信息传输、软件和信息技术服务业,4.95,4881.44849,2024-06-30,202027
14,建筑业,1.71,1682.676,2024-06-30,202027
15,科学研究和技术服务业,1.26,1240.464851,2024-06-30,202027
16,水利、环境和公共设施管理业,1.06,1040.8581,2024-06-30,202027
17,制造业,81.96,95560.654079,2024-03-31,202027
18,信息传输、软件和信息技术服务业,4.68,5451.024246,2024-03-31,202027
19,交通运输、仓储和邮政业,1.56,1818.615,2024-03-31,202027
20,科学研究和技术服务业,1.51,1763.998617,2024-03-31,202027
21,租赁和商务服务业,0.0,0.30976,2024-03-31,202027
1,制造业,58.29,161426.981359,2024-12-31,340007
2,信息传输、软件和信息技术服务业,10.32,28572.952932,2024-12-31,340007
3,金融业,8.02,22203.469904,2024-12-31,340007
4,交通运输、仓储和邮政业,3.5,9683.1853,2024-12-31,340007
5,综合,2.06,5698.5146,2024-12-31,340007
6,批发和零售业,1.75,4839.364476,2024-12-31,340007
7,建筑业,1.04,2869.68,2024-12-31,340007
8,科学研究和技术服务业,0.0,1.114856,2024-12-31,340007
9,制造业,66.07,182453.994435,2024-09-30,340007
10,金融业,7.17,19799.7069,2024-09-30,340007
11,租赁和商务服务业,4.29,11835.783265,2024-09-30,340007
12,交通运输、仓储和邮政业,2.91,8034.335368,2024-09-30,340007
13,采矿业,2.84,7839.749008,2024-09-30,340007
14,综合,2.52,6971.976,2024-09-30,340007
15,科学研究和技术服务业,1.63,4495.631971,2024-09-30,340007
16,信息传输、软件和信息技术服务业,1.43,3958.874554,2024-09-30,340007
17,批发和零售业,0.39,1083.5145,2024-09-30,340007
18,制造业,75.57,205384.801159,2024-06-30,340007
19,交通运输、仓储和邮政业,9.93,26989.798,2024-06-30,340007
20,综合,4.4,11968.0,2024-06-30,340007
21,农、林、牧、渔业,1.16,3151.4292,2024-06-30,340007
22,信息传输、软件和信息技术服务业,0.58,1584.698102,2024-06-30,340007
23,水利、环境和公共设施管理业,0.0,2.007768,2024-06-30,340007
24,租赁和商务服务业,0.0,0.241912,2024-06-30,340007
25,制造业,65.9,184699.088416,2024-03-31,340007
26,信息传输、软件和信息技术服务业,8.74,24499.246082,2024-03-31,340007
27,交通运输、仓储和邮政业,7.67,21487.5,2024-03-31,340007
28,综合,4.55,12745.5,2024-03-31,340007
29,租赁和商务服务业,4.27,11959.10976,2024-03-31,340007
30,金融业,2.07,5796.0,2024-03-31,340007
31,水利、环境和公共设施管理业,0.0,1.586338,2024-03-31,340007
32,科学研究和技术服务业,0.0,1.575021,2024-03-31,340007
1,制造业,84.79,21627.643252,2024-12-31,257030
2,交通运输、仓储和邮政业,0.06,14.615786,2024-12-31,257030
3,信息传输、软件和信息技术服务业,0.02,4.395231,2024-12-31,257030
4,科学研究和技术服务业,0.0,1.114856,2024-12-31,257030
5,制造业,82.64,22662.944063,2024-09-30,257030
6,信息传输、软件和信息技术服务业,2.45,671.605009,2024-09-30,257030
7,教育,2.3,630.9,2024-09-30,257030
8,房地产业,2.01,551.25,2024-09-30,257030
9,科学研究和技术服务业,0.0,0.954168,2024-09-30,257030
10,制造业,83.59,22005.310507,2024-06-30,257030
11,信息传输、软件和信息技术服务业,3.65,961.006239,2024-06-30,257030
12,采矿业,1.85,487.5,2024-06-30,257030
13,制造业,82.32,21868.922629,2024-03-31,257030
14,信息传输、软件和信息技术服务业,2.6,691.429618,2024-03-31,257030
15,卫生和社会工作,1.04,276.05,2024-03-31,257030
16,批发和零售业,0.0,1.313312,2024-03-31,257030
17,科学研究和技术服务业,0.0,0.639872,2024-03-31,257030
18,交通运输、仓储和邮政业,0.0,0.385215,2024-03-31,257030
19,租赁和商务服务业,0.0,0.30976,2024-03-31,257030
