序号,stock_code,stock_name,hold_ratio,hold_shares,hold_value,report_period,fund_code,year
36,000596,古井贡酒,4.6,1178.92,314653.96,2022年4季度股票投资明细,161725,2022
37,600702,舍得酒业,3.63,1561.28,248525.19,2022年4季度股票投资明细,161725,2022
38,603369,今世缘,3.44,4624.35,235379.61,2022年4季度股票投资明细,161725,2022
39,000799,酒鬼酒,3.21,1591.52,219533.79,2022年4季度股票投资明细,161725,2022
40,603589,口子窖,2.17,2578.54,148704.39,2022年4季度股票投资明细,161725,2022
1,000568,泸州老窖,15.77,3296.29,839862.16,2023年1季度股票投资明细,161725,2023
2,000858,五粮液,14.23,3846.27,757714.72,2023年1季度股票投资明细,161725,2023
3,600519,贵州茅台,13.31,389.35,708609.9,2023年1季度股票投资明细,161725,2023
4,600809,山西汾酒,12.54,2451.46,667778.93,2023年1季度股票投资明细,161725,2023
5,002304,洋河股份,9.76,3140.08,519558.36,2023年1季度股票投资明细,161725,2023
6,000596,古井贡酒,4.73,851.46,252032.54,2023年1季度股票投资明细,161725,2023
7,600702,舍得酒业,4.48,1210.6,238488.67,2023年1季度股票投资明细,161725,2023
8,603369,今世缘,3.98,3267.31,211885.24,2023年1季度股票投资明细,161725,2023
9,000799,酒鬼酒,2.88,1184.98,153253.98,2023年1季度股票投资明细,161725,2023
10,600559,老白干酒,2.65,3812.6,141295.1,2023年1季度股票投资明细,161725,2023
11,600519,贵州茅台,14.73,425.17,718958.58,2023年2季度股票投资明细,161725,2023
12,000568,泸州老窖,14.7,3424.27,717624.54,2023年2季度股票投资明细,161725,2023
13,000858,五粮液,14.36,4286.09,701075.09,2023年2季度股票投资明细,161725,2023
14,600809,山西汾酒,11.37,2998.69,554966.69,2023年2季度股票投资明细,161725,2023
15,002304,洋河股份,9.97,3704.06,486527.91,2023年2季度股票投资明细,161725,2023
16,000596,古井贡酒,5.09,1004.31,248446.31,2023年2季度股票投资明细,161725,2023
17,603369,今世缘,4.17,3854.16,203499.48,2023年2季度股票投资明细,161725,2023
18,600702,舍得酒业,3.64,1433.3,177657.11,2023年2季度股票投资明细,161725,2023
19,000799,酒鬼酒,2.58,1397.74,126005.89,2023年2季度股票投资明细,161725,2023
20,600559,老白干酒,2.26,4495.13,110175.71,2023年2季度股票投资明细,161725,2023
21,600519,贵州茅台,15.01,436.74,785504.84,2023年3季度股票投资明细,161725,2023
22,000568,泸州老窖,14.56,3515.67,761670.82,2023年3季度股票投资明细,161725,2023
23,600809,山西汾酒,14.1,3080.13,737692.12,2023年3季度股票投资明细,161725,2023
24,000858,五粮液,13.13,4401.88,687134.11,2023年3季度股票投资明细,161725,2023
25,002304,洋河股份,9.41,3804.25,492270.42,2023年3季度股票投资明细,161725,2023
26,000596,古井贡酒,5.36,1031.67,280407.34,2023年3季度股票投资明细,161725,2023
27,603369,今世缘,4.44,3958.96,232271.98,2023年3季度股票投资明细,161725,2023
28,600702,舍得酒业,3.52,1472.08,184009.39,2023年3季度股票投资明细,161725,2023
29,000799,酒鬼酒,2.42,1435.72,126644.67,2023年3季度股票投资明细,161725,2023
30,603589,口子窖,2.25,2272.62,117607.97,2023年3季度股票投资明细,161725,2023
31,600809,山西汾酒,15.43,3762.39,868095.18,2023年4季度股票投资明细,161725,2023
32,600519,贵州茅台,15.1,492.27,849660.95,2023年4季度股票投资明细,161725,2023
33,000858,五粮液,14.24,5711.8,801422.36,2023年4季度股票投资明细,161725,2023
34,000568,泸州老窖,13.74,4307.2,772797.45,2023年4季度股票投资明细,161725,2023
35,002304,洋河股份,9.26,4740.64,520996.02,2023年4季度股票投资明细,161725,2023
36,000596,古井贡酒,5.32,1285.75,299321.55,2023年4季度股票投资明细,161725,2023
37,603369,今世缘,4.28,4934.93,240577.92,2023年4季度股票投资明细,161725,2023
38,600702,舍得酒业,2.83,1646.07,159174.93,2023年4季度股票投资明细,161725,2023
39,603589,口子窖,2.27,2818.38,127672.7,2023年4季度股票投资明细,161725,2023
40,603198,迎驾贡酒,2.23,1888.48,125187.43,2023年4季度股票投资明细,161725,2023
1,600809,山西汾酒,16.04,3400.3,833344.91,2024年1季度股票投资明细,161725,2024
2,000858,五粮液,15.51,5249.43,805839.88,2024年1季度股票投资明细,161725,2024
3,600519,贵州茅台,14.61,445.65,758896.19,2024年1季度股票投资明细,161725,2024
4,000568,泸州老窖,13.96,3928.77,725211.58,2024年1季度股票投资明细,161725,2024
5,002304,洋河股份,8.19,4356.68,425429.74,2024年1季度股票投资明细,161725,2024
6,000596,古井贡酒,5.91,1181.69,307239.97,2024年1季度股票投资明细,161725,2024
7,603369,今世缘,5.22,4623.08,271235.93,2024年1季度股票投资明细,161725,2024
8,600702,舍得酒业,2.36,1596.18,122698.1,2024年1季度股票投资明细,161725,2024
9,603198,迎驾贡酒,2.19,1736.32,113624.87,2024年1季度股票投资明细,161725,2024
10,603589,口子窖,2.02,2603.31,105147.53,2024年1季度股票投资明细,161725,2024
11,600519,贵州茅台,14.79,452.59,664131.76,2024年2季度股票投资明细,161725,2024
12,600809,山西汾酒,14.69,3127.12,659446.6,2024年2季度股票投资明细,161725,2024
13,000858,五粮液,14.68,5148.14,659167.36,2024年2季度股票投资明细,161725,2024
14,000568,泸州老窖,14.0,4382.75,628881.07,2024年2季度股票投资明细,161725,2024
15,002304,洋河股份,8.68,4825.3,389594.91,2024年2季度股票投资明细,161725,2024
16,000596,古井贡酒,6.2,1318.44,278283.13,2024年2季度股票投资明细,161725,2024
17,603369,今世缘,5.21,5068.3,234155.32,2024年2季度股票投资明细,161725,2024
18,603589,口子窖,2.52,2882.2,112953.55,2024年2季度股票投资明细,161725,2024
19,603198,迎驾贡酒,2.46,1921.65,110494.95,2024年2季度股票投资明细,161725,2024
20,600702,舍得酒业,2.07,1642.2,93063.22,2024年2季度股票投资明细,161725,2024
21,000858,五粮液,16.08,5325.38,865427.02,2024年3季度股票投资明细,161725,2024
22,600519,贵州茅台,15.39,473.73,828079.87,2024年3季度股票投资明细,161725,2024
23,600809,山西汾酒,13.19,3243.87,710049.81,2024年3季度股票投资明细,161725,2024
24,000568,泸州老窖,12.58,4522.26,676981.72,2024年3季度股票投资明细,161725,2024
25,002304,洋河股份,9.24,5012.73,497212.57,2024年3季度股票投资明细,161725,2024
26,000596,古井贡酒,5.05,1338.32,271705.02,2024年3季度股票投资明细,161725,2024
27,603369,今世缘,4.93,5145.71,265209.93,2024年3季度股票投资明细,161725,2024
28,603198,迎驾贡酒,2.67,1973.5,143907.71,2024年3季度股票投资明细,161725,2024
29,603589,口子窖,2.64,2963.54,142101.91,2024年3季度股票投资明细,161725,2024
30,600559,老白干酒,1.95,4526.9,105114.56,2024年3季度股票投资明细,161725,2024
31,600519,贵州茅台,15.33,460.76,702192.14,2024年4季度股票投资明细,161725,2024
32,000858,五粮液,14.68,4804.17,672776.26,2024年4季度股票投资明细,161725,2024
33,600809,山西汾酒,14.05,3495.55,643915.71,2024年4季度股票投资明细,161725,2024
34,000568,泸州老窖,13.89,5083.58,636463.83,2024年4季度股票投资明细,161725,2024
35,002304,洋河股份,8.56,4694.52,392133.2,2024年4季度股票投资明细,161725,2024
36,603369,今世缘,5.79,5864.54,265253.31,2024年4季度股票投资明细,161725,2024
37,000596,古井贡酒,4.82,1273.14,220635.87,2024年4季度股票投资明细,161725,2024
38,603589,口子窖,2.4,2804.23,110037.99,2024年4季度股票投资明细,161725,2024
39,600702,舍得酒业,2.37,1645.38,108479.61,2024年4季度股票投资明细,161725,2024
40,603198,迎驾贡酒,2.2,1869.41,100836.23,2024年4季度股票投资明细,161725,2024
1,601012,隆基绿能,10.26,2971.81,73819.86,2020年1季度股票投资明细,163406,2020
2,600048,保利发展,4.58,2214.86,32934.99,2020年1季度股票投资明细,163406,2020
3,000002,万科A,4.4,1235.64,31694.19,2020年1季度股票投资明细,163406,2020
4,601318,中国平安,4.01,417.44,28874.28,2020年1季度股票投资明细,163406,2020
5,603707,健友股份,3.9,555.24,28028.41,2020年1季度股票投资明细,163406,2020
6,600309,万华化学,3.72,649.1,26775.46,2020年1季度股票投资明细,163406,2020
7,300413,芒果超媒,3.51,583.96,25269.58,2020年1季度股票投资明细,163406,2020
8,002821,凯莱英,3.23,135.42,23249.99,2020年1季度股票投资明细,163406,2020
9,000739,普洛药业,3.0,1087.68,21579.47,2020年1季度股票投资明细,163406,2020
10,603899,晨光股份,2.98,478.15,21477.77,2020年1季度股票投资明细,163406,2020
11,601012,隆基绿能,9.13,2210.38,90028.92,2020年2季度股票投资明细,163406,2020
12,300413,芒果超媒,4.76,723.12,46934.63,2020年2季度股票投资明细,163406,2020
13,601318,中国平安,4.72,651.94,46548.52,2020年2季度股票投资明细,163406,2020
14,600309,万华化学,4.25,838.86,41934.68,2020年2季度股票投资明细,163406,2020
15,600031,三一重工,3.39,1782.36,33437.13,2020年2季度股票投资明细,163406,2020
16,603707,健友股份,3.31,505.42,32635.0,2020年2季度股票投资明细,163406,2020
17,300124,汇川技术,3.21,837.14,31703.14,2020年2季度股票投资明细,163406,2020
18,002332,仙琚制药,3.13,1832.22,30854.64,2020年2季度股票投资明细,163406,2020
19,600521,华海药业,2.94,853.88,28972.1,2020年2季度股票投资明细,163406,2020
20,603259,药明康德,2.79,285.11,27542.03,2020年2季度股票投资明细,163406,2020
21,601012,隆基绿能,7.18,1303.14,97748.73,2020年3季度股票投资明细,163406,2020
22,600309,万华化学,4.74,929.77,64432.93,2020年3季度股票投资明细,163406,2020
23,002594,比亚迪,4.56,533.96,62067.27,2020年3季度股票投资明细,163406,2020
24,601318,中国平安,4.2,749.42,57150.79,2020年3季度股票投资明细,163406,2020
25,002600,领益智造,3.61,4493.85,49125.45,2020年3季度股票投资明细,163406,2020
26,000333,美的集团,3.54,663.93,48201.58,2020年3季度股票投资明细,163406,2020
27,600690,海尔智家,3.52,2194.86,47891.91,2020年3季度股票投资明细,163406,2020
28,600031,三一重工,3.23,1779.71,43919.06,2020年3季度股票投资明细,163406,2020
29,300413,芒果超媒,3.19,644.62,43350.95,2020年3季度股票投资明细,163406,2020
30,300124,汇川技术,3.12,735.13,42460.5,2020年3季度股票投资明细,163406,2020
31,601318,中国平安,6.7,1587.69,138097.7,2020年4季度股票投资明细,163406,2020
32,600690,海尔智家,6.4,4514.13,131857.78,2020年4季度股票投资明细,163406,2020
33,600031,三一重工,5.49,3239.26,113160.73,2020年4季度股票投资明细,163406,2020
34,000333,美的集团,3.91,817.16,80440.83,2020年4季度股票投资明细,163406,2020
35,600309,万华化学,3.51,794.85,72363.57,2020年4季度股票投资明细,163406,2020
36,002594,比亚迪,3.38,358.14,69586.02,2020年4季度股票投资明细,163406,2020
37,300413,芒果超媒,3.31,939.45,68110.46,2020年4季度股票投资明细,163406,2020
38,000895,双汇发展,3.13,1391.38,64399.26,2020年4季度股票投资明细,163406,2020
39,688099,晶晨股份,2.86,757.52,58879.65,2020年4季度股票投资明细,163406,2020
40,601012,隆基绿能,2.83,670.72,58358.5,2020年4季度股票投资明细,163406,2020
1,600690,海尔智家,7.24,6255.87,195058.07,2021年1季度股票投资明细,163406,2021
2,601166,兴业银行,5.83,6520.33,157074.72,2021年1季度股票投资明细,163406,2021
3,000001,平安银行,5.62,6877.21,151367.41,2021年1季度股票投资明细,163406,2021
4,601318,中国平安,4.74,1622.31,127675.46,2021年1季度股票投资明细,163406,2021
5,002415,海康威视,3.83,1847.69,103285.71,2021年1季度股票投资明细,163406,2021
6,600031,三一重工,3.73,2940.04,100402.31,2021年1季度股票投资明细,163406,2021
7,600754,锦江酒店,3.46,1799.87,93128.69,2021年1季度股票投资明细,163406,2021
8,000739,普洛药业,3.15,2984.17,84899.55,2021年1季度股票投资明细,163406,2021
9,603707,健友股份,3.07,2066.67,82666.84,2021年1季度股票投资明细,163406,2021
10,300413,芒果超媒,3.05,1412.77,82109.99,2021年1季度股票投资明细,163406,2021
11,600690,海尔智家,8.35,10329.09,267626.78,2021年2季度股票投资明细,163406,2021
12,000001,平安银行,6.15,8713.38,197096.54,2021年2季度股票投资明细,163406,2021
13,002415,海康威视,5.89,2925.05,188665.83,2021年2季度股票投资明细,163406,2021
14,601166,兴业银行,4.34,6771.9,139162.55,2021年2季度股票投资明细,163406,2021
15,600309,万华化学,3.88,1143.46,124431.1,2021年2季度股票投资明细,163406,2021
16,600754,锦江酒店,3.4,1975.88,108930.7,2021年2季度股票投资明细,163406,2021
17,300413,芒果超媒,3.22,1504.53,103210.45,2021年2季度股票投资明细,163406,2021
18,688099,晶晨股份,3.12,891.37,100011.33,2021年2季度股票投资明细,163406,2021
19,000739,普洛药业,2.96,3226.4,94856.04,2021年2季度股票投资明细,163406,2021
20,603707,健友股份,2.89,2217.22,92568.81,2021年2季度股票投资明细,163406,2021
21,600690,海尔智家,8.35,9178.07,240006.41,2021年3季度股票投资明细,163406,2021
22,600309,万华化学,5.87,1582.05,168883.61,2021年3季度股票投资明细,163406,2021
23,002415,海康威视,4.78,2500.32,137517.35,2021年3季度股票投资明细,163406,2021
24,600703,三安光电,4.1,3723.91,118010.73,2021年3季度股票投资明细,163406,2021
25,601166,兴业银行,3.99,6272.34,114783.86,2021年3季度股票投资明细,163406,2021
26,300413,芒果超媒,3.75,2490.12,107748.26,2021年3季度股票投资明细,163406,2021
27,000739,普洛药业,3.74,2818.99,107629.14,2021年3季度股票投资明细,163406,2021
28,603707,健友股份,3.67,2934.39,105637.9,2021年3季度股票投资明细,163406,2021
29,688099,晶晨股份,3.36,928.38,96718.53,2021年3季度股票投资明细,163406,2021
30,600754,锦江酒店,3.23,2041.08,92766.91,2021年3季度股票投资明细,163406,2021
31,600690,海尔智家,6.38,7130.24,213123.0,2021年4季度股票投资明细,163406,2021
32,600703,三安光电,4.72,4199.6,157737.1,2021年4季度股票投资明细,163406,2021
33,600309,万华化学,4.57,1512.94,152806.63,2021年4季度股票投资明细,163406,2021
34,300413,芒果超媒,3.81,2235.94,127245.73,2021年4季度股票投资明细,163406,2021
35,600745,闻泰科技,3.74,971.29,125089.56,2021年4季度股票投资明细,163406,2021
36,688099,晶晨股份,3.48,892.56,116211.82,2021年4季度股票投资明细,163406,2021
37,603707,健友股份,3.47,2756.82,115786.41,2021年4季度股票投资明细,163406,2021
38,600754,锦江酒店,3.42,1946.92,114089.78,2021年4季度股票投资明细,163406,2021
39,002415,海康威视,3.11,1987.58,103990.2,2021年4季度股票投资明细,163406,2021
40,000739,普洛药业,3.07,2926.71,102698.12,2021年4季度股票投资明细,163406,2021
1,600690,海尔智家,7.41,8698.78,200941.75,2022年1季度股票投资明细,163406,2022
2,600703,三安光电,4.44,5061.69,120366.95,2022年1季度股票投资明细,163406,2022
3,688099,晶晨股份,3.95,949.06,107148.83,2022年1季度股票投资明细,163406,2022
4,000739,普洛药业,3.94,3421.47,106955.23,2022年1季度股票投资明细,163406,2022
5,300413,芒果超媒,3.94,3425.33,106733.23,2022年1季度股票投资明细,163406,2022
6,600745,闻泰科技,3.84,1279.5,104023.66,2022年1季度股票投资明细,163406,2022
7,603707,健友股份,3.82,3301.8,103610.58,2022年1季度股票投资明细,163406,2022
8,600754,锦江酒店,3.41,1859.16,92474.85,2022年1季度股票投资明细,163406,2022
9,002555,三七互娱,2.88,3334.29,78189.12,2022年1季度股票投资明细,163406,2022
10,600873,梅花生物,2.56,7631.76,69296.38,2022年1季度股票投资明细,163406,2022
11,600690,海尔智家,7.19,7801.87,214239.46,2022年2季度股票投资明细,163406,2022
12,600703,三安光电,4.44,5380.75,132258.81,2022年2季度股票投资明细,163406,2022
13,600745,闻泰科技,4.01,1402.94,119404.53,2022年2季度股票投资明细,163406,2022
14,300413,芒果超媒,3.96,3534.97,117926.7,2022年2季度股票投资明细,163406,2022
15,600754,锦江酒店,3.44,1631.09,102595.33,2022年2季度股票投资明细,163406,2022
16,688099,晶晨股份,3.36,992.77,100270.05,2022年2季度股票投资明细,163406,2022
17,603707,健友股份,3.35,3546.19,100002.51,2022年2季度股票投资明细,163406,2022
18,600438,通威股份,3.24,1612.38,96517.11,2022年2季度股票投资明细,163406,2022
19,600873,梅花生物,3.04,8046.3,90762.29,2022年2季度股票投资明细,163406,2022
20,603816,顾家家居,2.85,1499.1,84893.94,2022年2季度股票投资明细,163406,2022
21,600690,海尔智家,7.57,7720.97,191248.33,2022年3季度股票投资明细,163406,2022
22,002120,韵达股份,3.97,6481.62,100180.9,2022年3季度股票投资明细,163406,2022
23,600703,三安光电,3.89,5616.11,98169.65,2022年3季度股票投资明细,163406,2022
24,002475,立讯精密,3.83,3286.97,96636.81,2022年3季度股票投资明细,163406,2022
25,600873,梅花生物,3.56,8879.65,89950.88,2022年3季度股票投资明细,163406,2022
26,300413,芒果超媒,3.49,3534.97,88126.87,2022年3季度股票投资明细,163406,2022
27,002938,鹏鼎控股,3.36,3277.13,84910.4,2022年3季度股票投资明细,163406,2022
28,300454,深信服,3.35,845.69,84568.67,2022年3季度股票投资明细,163406,2022
29,603707,健友股份,3.23,4906.83,81649.57,2022年3季度股票投资明细,163406,2022
30,600309,万华化学,3.18,883.11,80406.17,2022年3季度股票投资明细,163406,2022
31,600690,海尔智家,6.06,6645.33,162544.77,2022年4季度股票投资明细,163406,2022
32,600703,三安光电,3.96,6351.98,106218.0,2022年4季度股票投资明细,163406,2022
33,002120,韵达股份,3.95,7393.05,105855.2,2022年4季度股票投资明细,163406,2022
34,002475,立讯精密,3.4,2867.36,91038.82,2022年4季度股票投资明细,163406,2022
35,603707,健友股份,3.35,4977.53,89794.73,2022年4季度股票投资明细,163406,2022
36,002938,鹏鼎控股,3.32,3239.89,88902.54,2022年4季度股票投资明细,163406,2022
37,600309,万华化学,3.27,945.39,87590.24,2022年4季度股票投资明细,163406,2022
38,300413,芒果超媒,3.16,2820.67,84676.42,2022年4季度股票投资明细,163406,2022
39,000739,普洛药业,2.94,3655.48,78739.08,2022年4季度股票投资明细,163406,2022
40,600873,梅花生物,2.91,7661.52,77994.27,2022年4季度股票投资明细,163406,2022
1,600703,三安光电,6.76,9072.4,190044.24,2023年1季度股票投资明细,163406,2023
2,002415,海康威视,4.95,3263.22,139208.83,2023年1季度股票投资明细,163406,2023
3,600690,海尔智家,4.7,5827.65,132171.04,2023年1季度股票投资明细,163406,2023
4,688008,澜起科技,3.64,1493.3,102530.48,2023年1季度股票投资明细,163406,2023
5,002120,韵达股份,3.2,7605.63,89974.62,2023年1季度股票投资明细,163406,2023
6,600309,万华化学,3.14,922.47,88446.28,2023年1季度股票投资明细,163406,2023
7,300308,中际旭创,3.02,1443.99,85050.78,2023年1季度股票投资明细,163406,2023
8,688099,晶晨股份,2.8,950.26,78752.94,2023年1季度股票投资明细,163406,2023
9,603707,健友股份,2.78,4794.57,78151.5,2023年1季度股票投资明细,163406,2023
10,600873,梅花生物,2.63,7571.42,74048.48,2023年1季度股票投资明细,163406,2023
11,600703,三安光电,6.05,9332.16,160886.43,2023年2季度股票投资明细,163406,2023
12,000063,中兴通讯,5.16,3014.42,137276.84,2023年2季度股票投资明细,163406,2023
13,600690,海尔智家,4.87,5514.23,129474.06,2023年2季度股票投资明细,163406,2023
14,601138,工业富联,4.44,4829.44,117994.32,2023年2季度股票投资明细,163406,2023
15,002415,海康威视,4.37,3507.95,116148.08,2023年2季度股票投资明细,163406,2023
16,688099,晶晨股份,3.82,1208.65,101627.75,2023年2季度股票投资明细,163406,2023
17,688008,澜起科技,3.55,1655.2,94363.28,2023年2季度股票投资明细,163406,2023
18,600309,万华化学,2.77,839.97,73782.69,2023年2季度股票投资明细,163406,2023
19,002120,韵达股份,2.73,7605.63,72709.84,2023年2季度股票投资明细,163406,2023
20,600873,梅花生物,2.47,7363.44,65755.52,2023年2季度股票投资明细,163406,2023
21,600703,三安光电,5.61,8887.08,137038.75,2023年3季度股票投资明细,163406,2023
22,600690,海尔智家,4.87,5038.53,118909.21,2023年3季度股票投资明细,163406,2023
23,000063,中兴通讯,4.4,3291.96,107581.35,2023年3季度股票投资明细,163406,2023
24,002415,海康威视,4.3,3105.33,104960.01,2023年3季度股票投资明细,163406,2023
25,688008,澜起科技,4.01,1998.31,97858.87,2023年3季度股票投资明细,163406,2023
26,601138,工业富联,3.85,4855.93,94121.9,2023年3季度股票投资明细,163406,2023
27,688099,晶晨股份,3.65,1412.15,89036.25,2023年3季度股票投资明细,163406,2023
28,603195,公牛集团,3.11,740.21,75926.84,2023年3季度股票投资明细,163406,2023
29,002120,韵达股份,3.07,7605.63,74991.53,2023年3季度股票投资明细,163406,2023
30,600873,梅花生物,2.9,7363.44,70836.29,2023年3季度股票投资明细,163406,2023
31,600703,三安光电,5.43,9043.64,125254.44,2023年4季度股票投资明细,163406,2023
32,688008,澜起科技,5.27,2081.04,121636.93,2023年4季度股票投资明细,163406,2023
33,600690,海尔智家,4.89,5375.19,112878.9,2023年4季度股票投资明细,163406,2023
34,688099,晶晨股份,4.17,1537.51,96294.05,2023年4季度股票投资明细,163406,2023
35,002415,海康威视,3.69,2454.69,85226.95,2023年4季度股票投资明细,163406,2023
36,600873,梅花生物,3.14,7596.23,72543.99,2023年4季度股票投资明细,163406,2023
37,603195,公牛集团,3.06,740.21,70636.34,2023年4季度股票投资明细,163406,2023
38,002156,通富微电,3.05,3040.06,70286.07,2023年4季度股票投资明细,163406,2023
39,300832,新产业,3.03,894.9,69980.8,2023年4季度股票投资明细,163406,2023
40,601138,工业富联,2.79,4257.21,64368.96,2023年4季度股票投资明细,163406,2023
1,600690,海尔智家,6.07,5276.92,131659.1,2024年1季度股票投资明细,163406,2024
2,688008,澜起科技,5.67,2679.67,123130.89,2024年1季度股票投资明细,163406,2024
3,600703,三安光电,5.06,9043.64,109789.81,2024年1季度股票投资明细,163406,2024
4,300750,宁德时代,4.82,550.46,104675.57,2024年1季度股票投资明细,163406,2024
5,688099,晶晨股份,3.87,1766.94,84071.04,2024年1季度股票投资明细,163406,2024
6,600873,梅花生物,3.36,7075.4,72876.67,2024年1季度股票投资明细,163406,2024
7,603195,公牛集团,3.27,686.8,70911.64,2024年1季度股票投资明细,163406,2024
8,002156,通富微电,3.21,3096.0,69629.1,2024年1季度股票投资明细,163406,2024
9,688012,中微公司,2.37,344.88,51490.85,2024年1季度股票投资明细,163406,2024
10,300832,新产业,2.36,774.78,51243.62,2024年1季度股票投资明细,163406,2024
11,688008,澜起科技,7.67,2868.3,163333.23,2024年2季度股票投资明细,163406,2024
12,600690,海尔智家,7.44,5579.78,158354.16,2024年2季度股票投资明细,163406,2024
13,688099,晶晨股份,5.01,1797.17,106608.0,2024年2季度股票投资明细,163406,2024
14,600703,三安光电,4.86,8832.53,103517.27,2024年2季度股票投资明细,163406,2024
15,002475,立讯精密,4.59,2486.24,97734.14,2024年2季度股票投资明细,163406,2024
16,300750,宁德时代,4.32,511.16,92023.5,2024年2季度股票投资明细,163406,2024
17,002273,水晶光电,3.68,4608.91,78259.32,2024年2季度股票投资明细,163406,2024
18,603195,公牛集团,3.27,903.87,69706.82,2024年2季度股票投资明细,163406,2024
19,600160,巨化股份,3.07,2710.84,65412.69,2024年2季度股票投资明细,163406,2024
20,002371,北方华创,2.62,174.6,55853.24,2024年2季度股票投资明细,163406,2024
21,600690,海尔智家,6.15,4529.49,145623.22,2024年3季度股票投资明细,163406,2024
22,002475,立讯精密,5.77,3146.03,136726.46,2024年3季度股票投资明细,163406,2024
23,688099,晶晨股份,5.4,1823.27,127992.5,2024年3季度股票投资明细,163406,2024
24,688008,澜起科技,5.18,1855.67,122785.44,2024年3季度股票投资明细,163406,2024
25,300750,宁德时代,4.39,412.77,103972.48,2024年3季度股票投资明细,163406,2024
26,601318,中国平安,3.74,1550.6,88523.57,2024年3季度股票投资明细,163406,2024
27,002273,水晶光电,3.62,4532.39,85798.09,2024年3季度股票投资明细,163406,2024
28,600160,巨化股份,3.54,3768.38,83921.93,2024年3季度股票投资明细,163406,2024
29,603195,公牛集团,2.99,850.0,70771.12,2024年3季度股票投资明细,163406,2024
30,600873,梅花生物,2.75,5972.21,65097.1,2024年3季度股票投资明细,163406,2024
31,002475,立讯精密,7.27,4078.46,166237.92,2024年4季度股票投资明细,163406,2024
32,300750,宁德时代,5.73,492.31,130953.77,2024年4季度股票投资明细,163406,2024
33,688099,晶晨股份,5.71,1903.41,130679.25,2024年4季度股票投资明细,163406,2024
34,600690,海尔智家,5.55,4458.56,126935.15,2024年4季度股票投资明细,163406,2024
35,600160,巨化股份,4.62,4378.92,105619.51,2024年4季度股票投资明细,163406,2024
36,688608,恒玄科技,3.68,258.59,84138.34,2024年4季度股票投资明细,163406,2024
37,300433,蓝思科技,3.1,3233.52,70814.18,2024年4季度股票投资明细,163406,2024
38,002938,鹏鼎控股,2.82,1768.64,64519.81,2024年4季度股票投资明细,163406,2024
39,002311,海大集团,2.81,1311.15,64311.78,2024年4季度股票投资明细,163406,2024
40,600873,梅花生物,2.42,5524.78,55413.55,2024年4季度股票投资明细,163406,2024
1,300760,迈瑞医疗,5.9,350.0,88416.84,2020年1季度股票投资明细,270002,2020
2,002557,洽洽食品,2.95,980.0,44207.8,2020年1季度股票投资明细,270002,2020
3,300357,我武生物,2.86,960.0,42806.4,2020年1季度股票投资明细,270002,2020
4,600009,上海机场,2.68,660.38,40157.72,2020年1季度股票投资明细,270002,2020
5,000895,双汇发展,2.65,1012.0,39771.6,2020年1季度股票投资明细,270002,2020
6,600511,国药股份,2.42,1280.0,36198.4,2020年1季度股票投资明细,270002,2020
7,603939,益丰药房,2.36,380.0,35378.0,2020年1季度股票投资明细,270002,2020
8,600031,三一重工,2.29,1980.0,34254.0,2020年1季度股票投资明细,270002,2020
9,600132,重庆啤酒,2.28,750.0,34132.5,2020年1季度股票投资明细,270002,2020
10,600547,山东黄金,2.2,960.0,32966.4,2020年1季度股票投资明细,270002,2020
11,300760,迈瑞医疗,4.93,350.0,106995.0,2020年2季度股票投资明细,270002,2020
12,000895,双汇发展,4.16,1960.0,90336.4,2020年2季度股票投资明细,270002,2020
13,300357,我武生物,2.75,960.0,59760.0,2020年2季度股票投资明细,270002,2020
14,600009,上海机场,2.59,780.0,56214.6,2020年2季度股票投资明细,270002,2020
15,600547,山东黄金,2.53,1500.0,54930.0,2020年2季度股票投资明细,270002,2020
16,600132,重庆啤酒,2.52,750.0,54750.0,2020年2季度股票投资明细,270002,2020
17,002557,洽洽食品,2.44,980.0,53106.2,2020年2季度股票投资明细,270002,2020
18,603939,益丰药房,2.09,500.0,45500.0,2020年2季度股票投资明细,270002,2020
19,300012,华测检测,1.91,2100.0,41496.0,2020年2季度股票投资明细,270002,2020
20,600031,三一重工,1.71,1980.0,37144.8,2020年2季度股票投资明细,270002,2020
21,000895,双汇发展,4.82,2520.0,133383.6,2020年3季度股票投资明细,270002,2020
22,300760,迈瑞医疗,4.4,350.0,121800.0,2020年3季度股票投资明细,270002,2020
23,600132,重庆啤酒,2.8,750.0,77392.5,2020年3季度股票投资明细,270002,2020
24,603939,益丰药房,2.79,800.0,77314.8,2020年3季度股票投资明细,270002,2020
25,600031,三一重工,2.25,2500.0,62225.0,2020年3季度股票投资明细,270002,2020
26,600547,山东黄金,2.03,2200.0,56100.0,2020年3季度股票投资明细,270002,2020
27,300357,我武生物,1.95,960.0,53971.2,2020年3季度股票投资明细,270002,2020
28,600009,上海机场,1.94,780.0,53648.4,2020年3季度股票投资明细,270002,2020
29,300012,华测检测,1.85,2100.0,51303.0,2020年3季度股票投资明细,270002,2020
30,601899,紫金矿业,1.78,8000.0,49200.0,2020年3季度股票投资明细,270002,2020
31,300760,迈瑞医疗,5.29,350.0,149100.0,2020年4季度股票投资明细,270002,2020
32,000895,双汇发展,4.3,2580.99,121151.54,2020年4季度股票投资明细,270002,2020
33,600031,三一重工,3.72,3000.0,104940.0,2020年4季度股票投资明细,270002,2020
