date,close,daily_return,cumulative_return,rolling_peak,drawdown
2019-07-10,93.33,-0.00348,-0.0667,128.81,-0.2754444530704138
2019-07-11,93.73,0.00431,-0.0627,128.81,-0.272339104106824
2019-07-12,93.58,-0.00169,-0.0642,128.81,-0.2735036099681702
2019-07-15,93.98,0.00429,-0.0602,128.81,-0.27039826100458036
2019-07-16,96.14,0.02299,-0.0386,128.81,-0.25362937660119556
2019-07-17,95.47,-0.00693,-0.0453,128.81,-0.25883083611520846
2019-07-18,94.86,-0.00637,-0.0514,128.81,-0.2635664932846829
2019-07-19,93.13,-0.01823,-0.0687,128.81,-0.27699712755220873
2019-07-22,93.19,0.00062,-0.0681,128.81,-0.27653132520767026
2019-07-23,94.58,0.01491,-0.0542,128.81,-0.26574023755919574
2019-07-24,92.25,-0.02464,-0.0775,128.81,-0.2838288952721062
2019-07-25,91.43,-0.0089,-0.0857,128.81,-0.2901948606474652
2019-07-26,91.55,0.00127,-0.0845,128.81,-0.28926325595838837
2019-07-29,92.74,0.01308,-0.0726,128.81,-0.28002484279170875
2019-07-30,93.33,0.0063,-0.0667,128.81,-0.2754444530704138
2019-07-31,93.84,0.00547,-0.0616,128.81,-0.2714851331418368
2019-08-01,93.6,-0.0025,-0.064,128.81,-0.27334834251999074
2019-08-02,94.33,0.00774,-0.0567,128.81,-0.26768108066143936
2019-08-05,95.79,0.01546,-0.0421,128.81,-0.2563465569443366
2019-08-06,93.48,-0.02403,-0.0652,128.81,-0.2742799472090676
2019-08-07,94.54,0.01131,-0.0546,128.81,-0.26605077245555464
2019-08-08,94.48,-0.00068,-0.0552,128.81,-0.26651657480009316
2019-08-09,93.82,-0.00693,-0.0618,128.81,-0.2716404005900164
2019-08-12,90.57,-0.03467,-0.0943,128.81,-0.29687136091918337
2019-08-13,88.82,-0.01927,-0.1118,128.81,-0.31045726263488865
2019-08-14,91.08,0.02537,-0.0892,128.81,-0.29291204099060636
2019-08-15,90.24,-0.00923,-0.0976,128.81,-0.2994332738141449
2019-08-16,88.88,-0.01498,-0.1112,128.81,-0.3099914602903502
2019-08-19,88.36,-0.00587,-0.1164,128.81,-0.31402841394301684
2019-08-20,87.47,-0.01005,-0.1253,128.81,-0.3209378153870041
2019-08-21,87.7,0.00255,-0.123,128.81,-0.31915223973294
2019-08-22,89.69,0.02275,-0.1031,128.81,-0.30370312863908083
2019-08-23,89.0,-0.00776,-0.11,128.81,-0.3090598556012732
2019-08-26,89.26,0.00299,-0.1074,128.81,-0.3070413787749398
2019-08-27,87.85,-0.01588,-0.1215,128.81,-0.3179877338715939
2019-08-28,89.85,0.02279,-0.1015,128.81,-0.30246098905364494
2019-08-29,90.16,0.00349,-0.0984,128.81,-0.30005434360686284
2019-08-30,88.81,-0.01494,-0.1119,128.81,-0.31053489635897835
2019-09-02,90.05,0.01386,-0.0995,128.81,-0.30090831457185
2019-09-03,91.68,0.01815,-0.0832,128.81,-0.2882540175452216
2019-09-04,91.96,0.00309,-0.0804,128.81,-0.28608027327070884
2019-09-05,89.85,-0.02302,-0.1015,128.81,-0.30246098905364494
2019-09-06,92.24,0.02663,-0.0776,128.81,-0.283906528996196
2019-09-09,92.72,0.00525,-0.0728,128.81,-0.2801801102398882
2019-09-10,94.37,0.01772,-0.0563,128.81,-0.26737054576508035
2019-09-11,93.68,-0.00724,-0.0632,128.81,-0.2727272727272727
2019-09-12,93.21,-0.00503,-0.0679,128.81,-0.27637605775949076
2019-09-13,93.43,0.00235,-0.0657,128.81,-0.2746681158295163
2019-09-16,95.01,0.01689,-0.0499,128.81,-0.26240198742333665
2019-09-17,95.28,0.00282,-0.0472,128.81,-0.2603058768729136
2019-09-18,93.61,-0.01747,-0.0639,128.81,-0.27327070879590093
2019-09-19,94.04,0.00455,-0.0596,128.81,-0.2699324586600419
2019-09-20,96.33,0.02438,-0.0367,128.81,-0.25215433584349045
2019-09-23,96.5,0.0017,-0.035,128.81,-0.25083456253396474
2019-09-24,96.75,0.00263,-0.0325,128.81,-0.24889371943172114
2019-09-25,95.05,-0.01756,-0.0495,128.81,-0.26209145252697774
2019-09-26,93.19,-0.01959,-0.0681,128.81,-0.27653132520767026
2019-09-27,92.4,-0.0085,-0.076,128.81,-0.28266438941076
2019-09-30,92.03,-0.00398,-0.0797,128.81,-0.28553683720208056
2019-10-01,92.24,0.00226,-0.0776,128.81,-0.283906528996196
2019-10-02,92.53,0.00316,-0.0747,128.81,-0.28165515099759336
2019-10-03,94.75,0.02398,-0.0525,128.81,-0.2644204642496701
2019-10-04,94.9,0.0016,-0.051,128.81,-0.26325595838832383
2019-10-07,96.43,0.01618,-0.0357,128.81,-0.2513779986025929
2019-10-08,96.45,0.00018,-0.0355,128.81,-0.25122273115441346
2019-10-09,98.55,0.02176,-0.0145,128.81,-0.23491964909556715
2019-10-10,95.95,-0.02637,-0.0405,128.81,-0.2551044173589007
2019-10-11,95.19,-0.00793,-0.0481,128.81,-0.26100458038972135
2019-10-14,96.62,0.015,-0.0338,128.81,-0.2499029578448878
2019-10-15,96.45,-0.00174,-0.0355,128.81,-0.25122273115441346
2019-10-16,97.82,0.01426,-0.0218,128.81,-0.24058691095411855
2019-10-17,98.44,0.00633,-0.0156,128.81,-0.23577362006055433
2019-10-18,99.87,0.01447,-0.0013,128.81,-0.2246719975157208
2019-10-21,100.83,0.00964,0.0083,128.81,-0.21721916000310537
2019-10-22,101.89,0.01052,0.0189,128.81,-0.20898998524959242
2019-10-23,104.17,0.02239,0.0417,128.81,-0.19128949615713065
2019-10-24,105.74,0.01505,0.0574,128.81,-0.17910100147504082
2019-10-25,107.34,0.01516,0.0734,128.81,-0.16667960562068163
2019-10-28,107.46,0.00105,0.0746,128.81,-0.16574800093160474
2019-10-29,106.63,-0.00769,0.0663,128.81,-0.17219160003105355
2019-10-30,105.69,-0.00881,0.0569,128.81,-0.1794891700954895
2019-10-31,106.92,0.01164,0.0692,128.81,-0.1699402220324509
2019-11-01,103.22,-0.03461,0.0322,128.81,-0.19866469994565641
2019-11-04,101.34,-0.0182,0.0134,128.81,-0.21325984007452836
2019-11-05,100.0,-0.01322,0.0,128.81,-0.22366275910255418
2019-11-06,99.72,-0.00284,-0.0028,128.81,-0.225836503377067
2019-11-07,95.99,-0.03741,-0.0401,128.81,-0.25479388246254175
2019-11-08,97.81,0.019,-0.0219,128.81,-0.24066454467820822
2019-11-11,98.74,0.00945,-0.0126,128.81,-0.23344460833786201
2019-11-12,101.65,0.02953,0.0165,128.81,-0.21085319462774627
2019-11-13,103.29,0.01615,0.0329,128.81,-0.19812126387702814
2019-11-14,104.91,0.01569,0.0491,128.81,-0.1855446005744896
2019-11-15,108.42,0.03338,0.0842,128.81,-0.15829516341898922
2019-11-18,107.6,-0.00753,0.076,128.81,-0.16466112879434833
2019-11-19,105.34,-0.02105,0.0534,128.81,-0.18220635043863054
2019-11-20,105.06,-0.00262,0.0506,128.81,-0.1843800947131434
2019-11-21,103.88,-0.01121,0.0388,128.81,-0.1935408741557333
2019-11-22,103.57,-0.00297,0.0357,128.81,-0.1959475196025154
2019-11-25,102.07,-0.01448,0.0207,128.81,-0.2075925782159771
2019-11-26,102.99,0.00898,0.0299,128.81,-0.20045027559972056
2019-11-27,103.83,0.00819,0.0383,128.81,-0.193929042776182
2019-11-28,103.87,0.00036,0.0387,128.81,-0.193618507879823
2019-11-29,104.42,0.00527,0.0442,128.81,-0.18934865305488705
2019-12-02,104.28,-0.00131,0.0428,128.81,-0.19043552519214346
2019-12-03,105.5,0.01165,0.055,128.81,-0.18096421085319464
2019-12-04,105.68,0.00176,0.0568,128.81,-0.17956680381957918
2019-12-05,105.35,-0.0031,0.0535,128.81,-0.18212871671454087
2019-12-06,106.85,0.01423,0.0685,128.81,-0.17048365810107916
2019-12-09,108.89,0.01903,0.0889,128.81,-0.15464637838677123
2019-12-10,111.08,0.02014,0.1108,128.81,-0.13764459281111718
2019-12-11,109.57,-0.01361,0.0957,128.81,-0.14936728514866865
2019-12-12,108.8,-0.007,0.088,128.81,-0.15534508190357896
2019-12-13,106.2,-0.02392,0.062,128.81,-0.1755298501669125
2019-12-16,105.91,-0.00271,0.0591,128.81,-0.17778122816551514
2019-12-17,106.63,0.00678,0.0663,128.81,-0.17219160003105355
2019-12-18,106.5,-0.00118,0.065,128.81,-0.17320083844422018
2019-12-19,109.57,0.02875,0.0957,128.81,-0.14936728514866865
2019-12-20,109.0,-0.00513,0.09,128.81,-0.15379240742178404
2019-12-23,107.37,-0.01503,0.0737,128.81,-0.16644670444841236
2019-12-24,108.33,0.00899,0.0833,128.81,-0.15899386693579695
2019-12-25,108.65,0.00292,0.0865,128.81,-0.15650958776492505
2019-12-26,109.6,0.00872,0.096,128.81,-0.14913438397639942
2019-12-27,110.16,0.00515,0.1016,128.81,-0.1447868954273737
2019-12-30,110.63,0.00428,0.1063,128.81,-0.1411381103951557
2019-12-31,107.31,-0.03002,0.0731,128.81,-0.16691250679295086
2020-01-01,106.26,-0.00978,0.0626,128.81,-0.175064047822374
2020-01-02,105.43,-0.00781,0.0543,128.81,-0.1815076469218228
2020-01-03,104.98,-0.0043,0.0498,128.81,-0.18500116450586132
2020-01-06,104.37,-0.00575,0.0437,128.81,-0.18973682167533573
2020-01-07,105.08,0.00674,0.0508,128.81,-0.18422482726496392
2020-01-08,106.07,0.00946,0.0607,128.81,-0.17653908858007925
2020-01-09,104.41,-0.01566,0.0441,128.81,-0.18942628677897683
2020-01-10,105.53,0.01071,0.0553,128.81,-0.1807313096809254
2020-01-13,106.5,0.00924,0.065,128.81,-0.17320083844422018
2020-01-14,107.3,0.0075,0.073,128.81,-0.16699014051704064
2020-01-15,105.18,-0.01981,0.0518,128.81,-0.1834484900240664
2020-01-16,105.93,0.00714,0.0593,128.81,-0.17762596071733558
2020-01-17,106.14,0.00195,0.0614,128.81,-0.175995652511451
2020-01-20,107.69,0.01468,0.0769,128.81,-0.1639624252775406
2020-01-21,110.56,0.02662,0.1056,128.81,-0.14168154646378386
2020-01-22,113.19,0.02378,0.1319,128.81,-0.12126387702818107
2020-01-23,113.46,0.00238,0.1346,128.81,-0.11916776647775801
2020-01-24,113.54,0.00072,0.1354,128.81,-0.11854669668503995
2020-01-27,114.67,0.00991,0.1467,128.81,-0.10977408586289884
2020-01-28,112.9,-0.01542,0.129,128.81,-0.12351525502678361
2020-01-29,110.61,-0.02028,0.1061,128.81,-0.14129337784333518
2020-01-30,109.93,-0.0061,0.0993,128.81,-0.14657247108143773
2020-01-31,111.96,0.01845,0.1196,128.81,-0.1308128250912197
2020-02-03,111.51,-0.00405,0.1151,128.81,-0.1343063426752581
2020-02-04,114.02,0.02254,0.1402,128.81,-0.11482027792873228
2020-02-05,109.5,-0.03968,0.095,128.81,-0.14991072121729682
2020-02-06,107.06,-0.02226,0.0706,128.81,-0.16885334989519446
2020-02-07,106.95,-0.00104,0.0695,128.81,-0.16970732086018164
2020-02-10,108.41,0.01363,0.0841,128.81,-0.158372797143079
2020-02-11,108.38,-0.00026,0.0838,128.81,-0.15860569831534824
2020-02-12,108.31,-0.00064,0.0831,128.81,-0.1591491343839764
2020-02-13,108.2,-0.00102,0.082,128.81,-0.1600031053489636
2020-02-14,105.51,-0.02481,0.0551,128.81,-0.18088657712910486
2020-02-17,107.36,0.01754,0.0736,128.81,-0.16652433817250215
2020-02-18,106.38,-0.00915,0.0638,128.81,-0.17413244313329715
2020-02-19,108.14,0.01655,0.0814,128.81,-0.16046890769350206
2020-02-20,108.11,-0.00027,0.0811,128.81,-0.16070180886577132
2020-02-21,109.87,0.01624,0.0987,128.81,-0.14703827342597622
2020-02-24,110.5,0.00573,0.105,128.81,-0.14214734880832236
2020-02-25,110.41,-0.0008,0.1041,128.81,-0.1428460523251301
2020-02-26,110.85,0.00403,0.1085,128.81,-0.13943016846518133
2020-02-27,108.57,-0.02061,0.0857,128.81,-0.1571306575576431
2020-02-28,108.66,0.00084,0.0866,128.81,-0.15643195404083537
2020-03-02,111.45,0.02563,0.1145,128.81,-0.1347721450197966
2020-03-03,113.64,0.01972,0.1364,128.81,-0.11777035944414255
2020-03-04,112.11,-0.01353,0.1211,128.81,-0.12964831922987347
2020-03-05,113.01,0.00808,0.1301,128.81,-0.12266128406179642
2020-03-06,113.5,0.00435,0.135,128.81,-0.11885723158139898
2020-03-09,114.93,0.0126,0.1493,128.81,-0.10775560903656545
2020-03-10,115.18,0.00212,0.1518,128.81,-0.10581476593432183
2020-03-11,114.87,-0.00264,0.1487,128.81,-0.10822141138110393
2020-03-12,117.18,0.02004,0.1718,128.81,-0.09028802111637292
2020-03-13,117.63,0.00389,0.1763,128.81,-0.08679450353233449
2020-03-16,119.86,0.01895,0.1986,128.81,-0.06948218306032143
2020-03-17,121.64,0.01488,0.2164,128.81,-0.05566338017234688
2020-03-18,121.16,-0.00396,0.2116,128.81,-0.059389798928654654
2020-03-19,120.96,-0.00167,0.2096,128.81,-0.06094247341044957
2020-03-20,124.44,0.02873,0.2444,128.81,-0.03392593742721842
2020-03-23,124.87,0.00353,0.2487,128.81,-0.03058768729135935
2020-03-24,123.59,-0.01025,0.2359,128.81,-0.04052480397484667
2020-03-25,121.54,-0.01665,0.2154,128.81,-0.05643971741324428
2020-03-26,123.34,0.01487,0.2334,128.81,-0.04246564707709028
2020-03-27,123.72,0.00307,0.2372,128.81,-0.03951556556168002
2020-03-30,122.4,-0.01074,0.224,128.81,-0.049763217141526254
2020-03-31,123.68,0.01053,0.2368,128.81,-0.039826100458038936
2020-04-01,124.06,0.00307,0.2406,128.81,-0.03687601894262868
2020-04-02,121.17,-0.02333,0.2117,128.81,-0.059312165204564865
2020-04-03,122.3,0.00929,0.223,128.81,-0.05053955438242377
2020-04-06,124.75,0.02008,0.2475,128.81,-0.03151929198043632
2020-04-07,129.48,0.03787,0.2948,129.48,0.0
2020-04-08,129.64,0.00126,0.2964,129.64,0.0
2020-04-09,130.17,0.00412,0.3017,130.17,0.0
2020-04-10,133.3,0.02405,0.333,133.3,0.0
2020-04-13,133.73,0.0032,0.3373,133.73,0.0
2020-04-14,134.36,0.00474,0.3436,134.36,0.0
2020-04-15,133.23,-0.00839,0.3323,134.36,-0.008410241143197557
2020-04-16,130.64,-0.01947,0.3064,134.36,-0.027686811551057063
2020-04-17,132.47,0.01398,0.3247,134.36,-0.014066686513843515
2020-04-20,130.12,-0.01772,0.3012,134.36,-0.031557011015183156
2020-04-21,132.37,0.01729,0.3237,134.36,-0.014810955641560054
2020-04-22,130.96,-0.01068,0.3096,134.36,-0.025305150342363837
2020-04-23,131.56,0.0046,0.3156,134.36,-0.020839535576064386
2020-04-24,130.95,-0.00465,0.3095,134.36,-0.025379577255135642
2020-04-27,133.28,0.01778,0.3328,134.36,-0.00803810657933918
2020-04-28,133.96,0.00511,0.3396,134.36,-0.0029770765108663713
2020-04-29,137.86,0.02916,0.3786,137.86,0.0
2020-04-30,135.8,-0.01496,0.358,137.86,-0.014942695488176425
2020-05-01,136.72,0.00675,0.3672,137.86,-0.008269258668214237
2020-05-04,136.91,0.00144,0.3691,137.86,-0.006891048890178565
2020-05-05,137.57,0.00481,0.3757,137.86,-0.002103583345423041
2020-05-06,140.86,0.02389,0.4086,140.86,0.0
2020-05-07,142.16,0.00924,0.4216,142.16,0.0
2020-05-08,139.9,-0.01589,0.399,142.16,-0.015897580191333645
2020-05-11,141.09,0.00849,0.4109,142.16,-0.007526730444569451
2020-05-12,140.34,-0.00528,0.4034,142.16,-0.01280247608328639
2020-05-13,139.49,-0.00611,0.3949,142.16,-0.018781654473832215
2020-05-14,141.71,0.01591,0.4171,142.16,-0.003165447383230083
2020-05-15,140.57,-0.00798,0.4057,142.16,-0.011184580754079933
2020-05-18,139.91,-0.00476,0.3991,142.16,-0.015827236916150816
2020-05-19,140.08,0.00122,0.4008,142.16,-0.014631401238041531
2020-05-20,142.1,0.01447,0.421,142.16,-0.0004220596510973711
2020-05-21,143.41,0.00918,0.4341,143.41,0.0
2020-05-22,143.03,-0.00265,0.4303,143.41,-0.002649745484973122
2020-05-25,142.57,-0.0032,0.4257,143.41,-0.005857332124677522
2020-05-26,140.28,-0.01607,0.4028,143.41,-0.02182553517885779
2020-05-27,138.84,-0.01027,0.3884,143.41,-0.0318666759640192
2020-05-28,137.63,-0.00874,0.3763,143.41,-0.040304023429328505
2020-05-29,137.43,-0.00141,0.3743,143.41,-0.0416986263161564
2020-06-01,141.49,0.02956,0.4149,143.41,-0.01338818771354848
2020-06-02,140.21,-0.00904,0.4021,143.41,-0.022313646189247534
2020-06-03,139.72,-0.00354,0.3972,143.41,-0.025730423261976137
2020-06-04,135.66,-0.02901,0.3566,143.41,-0.05404086186458406
2020-06-05,136.95,0.00946,0.3695,143.41,-0.04504567324454367
2020-06-08,133.92,-0.02212,0.3392,143.41,-0.06617390697998751
2020-06-09,132.26,-0.0124,0.3226,143.41,-0.07774911094065969
2020-06-10,134.36,0.01586,0.3436,143.41,-0.06310578062896578
2020-06-11,130.36,-0.02977,0.3036,143.41,-0.0909978383655253
2020-06-12,130.64,0.00214,0.3064,143.41,-0.08904539432396633
2020-06-15,132.25,0.01236,0.3225,143.41,-0.07781884108500102
2020-06-16,135.27,0.02287,0.3527,143.41,-0.05676033749389852
2020-06-17,133.57,-0.01259,0.3357,143.41,-0.06861446203193643
2020-06-18,132.46,-0.0083,0.3246,143.41,-0.0763545080538316
2020-06-19,136.03,0.02691,0.3603,143.41,-0.051460846523952275
2020-06-22,136.08,0.00039,0.3608,143.41,-0.0511121958022452
2020-06-23,134.73,-0.00993,0.3473,143.41,-0.0605257652883342
2020-06-24,133.43,-0.00965,0.3343,143.41,-0.06959068405271591
2020-06-25,131.65,-0.01335,0.3165,143.41,-0.0820026497454849
2020-06-26,130.91,-0.00563,0.3091,143.41,-0.08716268042674849
2020-06-29,133.07,0.01653,0.3307,143.41,-0.07210096924900637
2020-06-30,134.88,0.01362,0.3488,143.41,-0.059479813123213175
2020-07-01,132.69,-0.01628,0.3269,143.41,-0.0747507147339795
2020-07-02,133.2,0.00386,0.332,143.41,-0.07119447737256822
2020-07-03,132.52,-0.00508,0.3252,143.41,-0.07593612718778318
2020-07-06,134.13,0.0121,0.3413,143.41,-0.06470957394881809
2020-07-07,133.92,-0.00152,0.3392,143.41,-0.06617390697998751
2020-07-08,134.75,0.00614,0.3475,143.41,-0.06038630499965133
2020-07-09,134.54,-0.00155,0.3454,143.41,-0.061850638030820755
2020-07-10,130.37,-0.03096,0.3037,143.41,-0.09092810822118397
2020-07-13,130.56,0.00143,0.3056,143.41,-0.0896032354786974
2020-07-14,128.25,-0.01769,0.2825,143.41,-0.10571089882156054
2020-07-15,129.73,0.01158,0.2973,143.41,-0.0953908374590336
2020-07-16,128.55,-0.00911,0.2855,143.41,-0.10361899449131849
2020-07-17,127.52,-0.00802,0.2752,143.41,-0.11080119935848268
2020-07-20,127.6,0.00062,0.276,143.41,-0.1102433582037515
2020-07-21,128.76,0.00913,0.2876,143.41,-0.10215466146014926
2020-07-22,128.54,-0.00171,0.2854,143.41,-0.10368872463566003
2020-07-23,131.7,0.02456,0.317,143.41,-0.08165399902377804
2020-07-24,134.95,0.02466,0.3495,143.41,-0.05899170211282343
2020-07-27,138.41,0.02562,0.3841,143.41,-0.034865072170699396
2020-07-28,138.04,-0.00265,0.3804,143.41,-0.03744508751133118
2020-07-29,135.18,-0.02074,0.3518,143.41,-0.057387908792971135
2020-07-30,137.67,0.01844,0.3767,143.41,-0.040025102851962965
2020-07-31,136.94,-0.00529,0.3694,143.41,-0.045115403388885006
2020-08-03,137.12,0.0013,0.3712,143.41,-0.043860260790739784
2020-08-04,138.47,0.00986,0.3847,143.41,-0.034446691304650986
2020-08-05,135.36,-0.02251,0.3536,143.41,-0.056132766194825906
2020-08-06,138.65,0.02437,0.3865,143.41,-0.03319154870650576
2020-08-07,140.52,0.01344,0.4052,143.41,-0.020152011714664155
2020-08-10,141.34,0.00586,0.4134,143.41,-0.014434139878669502
2020-08-11,143.27,0.01367,0.4327,143.41,-0.0009762220207794879
2020-08-12,144.54,0.00883,0.4454,144.54,0.0
2020-08-13,144.89,0.00244,0.4489,144.89,0.0
2020-08-14,144.35,-0.00371,0.4435,144.89,-0.003726965284008504
2020-08-17,142.91,-0.00997,0.4291,144.89,-0.013665539374697977
2020-08-18,143.62,0.00491,0.4362,144.89,-0.008765270204982967
2020-08-19,144.48,0.00599,0.4448,144.89,-0.0028297329008212893
2020-08-20,146.85,0.01646,0.4685,146.85,0.0
2020-08-21,147.39,0.00366,0.4739,147.39,0.0
2020-08-24,145.68,-0.01162,0.4568,147.39,-0.011601872582943075
2020-08-25,142.46,-0.02211,0.4246,147.39,-0.03344867358708175
2020-08-26,142.3,-0.0011,0.423,147.39,-0.03453422891647992
2020-08-27,142.35,0.00035,0.4235,147.39,-0.0341949928760431
2020-08-28,142.26,-0.00067,0.4226,147.39,-0.034805617748829606
2020-08-31,139.2,-0.02144,0.392,147.39,-0.05556686342357011
2020-09-01,141.48,0.01633,0.4148,147.39,-0.040097699979645816
2020-09-02,143.78,0.0163,0.4378,147.39,-0.024492842119546682
2020-09-03,142.18,-0.01119,0.4218,147.39,-0.0353483954135286
2020-09-04,143.94,0.01244,0.4394,147.39,-0.023407286790148512
2020-09-07,146.04,0.01457,0.4604,147.39,-0.009159373091797235
2020-09-08,146.23,0.00131,0.4623,147.39,-0.007870276138136893
2020-09-09,144.33,-0.013,0.4433,147.39,-0.02076124567474031
2020-09-10,147.81,0.02414,0.4781,147.81,0.0
2020-09-11,148.74,0.00627,0.4874,148.74,0.0
2020-09-14,148.31,-0.00289,0.4831,148.74,-0.0028909506521447277
2020-09-15,150.09,0.01196,0.5009,150.09,0.0
2020-09-16,153.73,0.02427,0.5373,153.73,0.0
2020-09-17,152.74,-0.00646,0.5274,153.73,-0.006439862095882266
2020-09-18,154.38,0.01078,0.5438,154.38,0.0
2020-09-21,158.85,0.02893,0.5885,158.85,0.0
2020-09-22,156.39,-0.01544,0.5639,158.85,-0.015486307837582676
2020-09-23,155.27,-0.00721,0.5527,158.85,-0.022536984576644534
2020-09-24,154.04,-0.00792,0.5404,158.85,-0.03028013849543596
2020-09-25,153.8,-0.00155,0.538,158.85,-0.03179099779666341
2020-09-28,153.45,-0.00229,0.5345,158.85,-0.033994334277620435
2020-09-29,154.23,0.00511,0.5423,158.85,-0.029084041548630812
2020-09-30,152.51,-0.01115,0.5251,158.85,-0.039911866540761745
2020-10-01,151.25,-0.00828,0.5125,158.85,-0.04784387787220645
2020-10-02,152.02,0.00512,0.5202,158.85,-0.04299653761410126
2020-10-05,152.48,0.003,0.5248,158.85,-0.0401007239534152
2020-10-06,154.53,0.01342,0.5453,158.85,-0.027195467422096276
2020-10-07,155.56,0.00669,0.5556,158.85,-0.0207113629209946
2020-10-08,157.42,0.01194,0.5742,158.85,-0.009002203336481
2020-10-09,154.92,-0.01582,0.5492,158.85,-0.024740321057601555
2020-10-12,154.18,-0.00481,0.5418,158.85,-0.029398803903053116
2020-10-13,158.43,0.02755,0.5843,158.85,-0.0026440037771481746
2020-10-14,159.45,0.00644,0.5945,159.45,0.0
2020-10-15,161.29,0.01159,0.6129,161.29,0.0
2020-10-16,162.05,0.0047,0.6205,162.05,0.0
2020-10-19,163.17,0.00692,0.6317,163.17,0.0
2020-10-20,162.75,-0.0026,0.6275,163.17,-0.0025740025740024976
2020-10-21,171.3,0.05254,0.713,171.3,0.0
2020-10-22,170.45,-0.00499,0.7045,171.3,-0.004962054874489333
2020-10-23,170.48,0.00019,0.7048,171.3,-0.004786923525977943
2020-10-26,164.61,-0.03441,0.6461,171.3,-0.039054290718038516
2020-10-27,167.38,0.01679,0.6738,171.3,-0.022883829538820875
2020-10-28,166.16,-0.00726,0.6616,171.3,-0.03000583771161713
2020-10-29,166.14,-0.00013,0.6614,171.3,-0.030122591943958114
2020-10-30,164.99,-0.00691,0.6499,171.3,-0.03683596030356102
2020-11-02,164.78,-0.00126,0.6478,171.3,-0.03806187974314074
2020-11-03,164.23,-0.00337,0.6423,171.3,-0.041272621132516174
2020-11-04,164.25,0.00013,0.6425,171.3,-0.0411558669001752
2020-11-05,164.25,-2e-05,0.6425,171.3,-0.0411558669001752
2020-11-06,164.0,-0.00149,0.64,171.3,-0.042615294804436724
2020-11-09,163.73,-0.00168,0.6373,171.3,-0.04419147694103923
2020-11-10,166.96,0.01972,0.6696,171.3,-0.02533566841798017
2020-11-11,169.22,0.01353,0.6922,171.3,-0.012142440163455998
2020-11-12,171.52,0.01362,0.7152,171.52,0.0
2020-11-13,169.83,-0.00987,0.6983,171.52,-0.009853078358208941
2020-11-16,173.05,0.01897,0.7305,173.05,0.0
2020-11-17,176.02,0.01716,0.7602,176.02,0.0
2020-11-18,174.74,-0.00727,0.7474,176.02,-0.007271900920349966
2020-11-19,178.73,0.02285,0.7873,178.73,0.0
2020-11-20,177.09,-0.00916,0.7709,178.73,-0.00917585184356284
2020-11-23,172.5,-0.02596,0.725,178.73,-0.034857046942315166
2020-11-24,175.38,0.01672,0.7538,178.73,-0.018743355899960804
2020-11-25,175.21,-0.00098,0.7521,178.73,-0.019694511273988597
2020-11-26,177.82,0.01492,0.7782,178.73,-0.005091478766855014
2020-11-27,176.01,-0.01019,0.7601,178.73,-0.015218485984445806
2020-11-30,172.92,-0.01755,0.7292,178.73,-0.03250713366530522
2020-12-01,176.14,0.01861,0.7614,178.73,-0.014491131874895114
2020-12-02,172.68,-0.01966,0.7268,178.73,-0.03384994125216798
2020-12-03,168.9,-0.02188,0.689,178.73,-0.054999160745258124
2020-12-04,164.31,-0.02717,0.6431,178.73,-0.08068035584401045
2020-12-07,157.78,-0.03977,0.5778,178.73,-0.11721591226990427
2020-12-08,155.52,-0.01432,0.5552,178.73,-0.12986068371286288
2020-12-09,150.74,-0.03071,0.5074,178.73,-0.15660493481788162
2020-12-10,150.78,0.00023,0.5078,178.73,-0.15638113355340452
2020-12-11,146.0,-0.03168,0.46,178.73,-0.18312538465842326
2020-12-14,143.79,-0.01512,0.4379,178.73,-0.19549040452078553
2020-12-15,148.76,0.03456,0.4876,178.73,-0.16768309740950035
2020-12-16,149.62,0.00575,0.4962,178.73,-0.1628713702232417
2020-12-17,149.85,0.00152,0.4985,178.73,-0.16158451295249818
2020-12-18,146.44,-0.02275,0.4644,178.73,-0.1806635707491747
2020-12-21,146.03,-0.00281,0.4603,178.73,-0.1829575337100654
2020-12-22,146.24,0.00145,0.4624,178.73,-0.18178257707156037
2020-12-23,142.94,-0.02253,0.4294,178.73,-0.20024618139092482
2020-12-24,143.31,0.00258,0.4331,178.73,-0.1981760196945112
2020-12-25,145.89,0.01802,0.4589,178.73,-0.1837408381357355
2020-12-28,145.27,-0.0043,0.4527,178.73,-0.1872097577351311
2020-12-29,144.96,-0.00211,0.4496,178.73,-0.18894421753482898
2020-12-30,140.78,-0.02886,0.4078,178.73,-0.2123314496726906
2020-12-31,138.03,-0.01954,0.3803,178.73,-0.22771778660549427
2021-01-01,140.25,0.01609,0.4025,178.73,-0.21529681642701276
2021-01-04,139.01,-0.00884,0.3901,178.73,-0.2222346556258043
2021-01-05,137.24,-0.01273,0.3724,178.73,-0.23213786157891783
2021-01-06,135.96,-0.00929,0.3596,178.73,-0.23929950204218645
2021-01-07,135.95,-8e-05,0.3595,178.73,-0.23935545235830585
2021-01-08,133.77,-0.01605,0.3377,178.73,-0.2515526212723101
2021-01-11,134.11,0.00258,0.3411,178.73,-0.24965031052425435
2021-01-12,131.57,-0.01897,0.3157,178.73,-0.2638616908185531
2021-01-13,133.15,0.01197,0.3315,178.73,-0.25502154087170587
2021-01-14,131.2,-0.01458,0.312,178.73,-0.2659318525149667
2021-01-15,133.81,0.01989,0.3381,178.73,-0.25132882000783296
