manager_name,manager_id,school,education,gender,CFA,resume
薄官辉,30158947,,硕士,男,否,"经理薄官辉的档案

查详细资料：


返回基金经理大全





基金经理：薄官辉




基金经理简介：薄官辉先生:硕士学位。2004年7月至2006年5月任职于长江证券股份有限公司研究所,任研究员,从事农业、食品饮料行业研究。2006年6月至2009年5月,任职于中信证券股份有限公司研究部,任高级研究员,从事农业、食品饮料行业研究。2009年6月加入银华基金管理有限公司研究部,曾任消费组食品饮料行业研究员、大宗商品组研究主管、研究部总监助理、研究部副总监。自2015年4月29日起担任银华中国梦30股票型证券投资基金基金经理,自2016年11月7日起兼任银华高端制造业灵活配置混合型证券投资基金基金经理,自2018年6月15日至2019年12月26日兼任银华消费主题分级混合型证券投资基金基金"
王浩,30382739,,硕士,男,否,"基金经理：王浩基金经理简介：王浩先生:硕士学位。2009年1月至今任职于银华基金管理有限公司,历任研究部助理研究员、研究员、专户投资经理助理。自2015年11月18日起担任银华互联网主题灵活配置混合型证券投资基金基金经理,自2021年6月2日起兼任银华阿尔法混合型证券投资基金基金经理,自2021年7月1日起兼任银华高端制造业灵活配置混合型证券投资基金基金经理,自2021年8月13日起兼任银华安盛混合型证券投资基金基金经理,自2022年11月4日起兼任银华卓信成长精选混合型证券投资基金基金经理,自2023年6月6日至2026年7月13日任银华清洁能源产业混合型证券投资基金基金经理。曾任银华兴盛股票型证券投资基金基金经理。王浩累计任职时间：10年又264天任职起始日期：2015-11-18现任基金公司：银华基金管理股份有限公司现任基金资产总规模23.57亿元在管基金最佳任期回报198.40%王浩管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报024395银华兴盛股票C估值图基金吧档案股票型0.462025-05-29 ~ 2025-10-16140天24"
彭颖颖,30299642,,硕士,未知,否,"基金经理：彭颖颖基金经理简介：彭颖颖,硕士研究生学历。2007年至2008年任职于Ernst & Young波士顿资产管理部门从事审计工作。2009年至今,任职于银华基金管理有限公司研究部。彭颖颖累计任职时间：2年又40天任职起始日期：2014-11-13现任基金公司：现任基金资产总规模--在管基金最佳任期回报--彭颖颖管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报000823银华高端制造业混合A估值图基金吧档案混合型-灵活6.332014-11-13 ~ 2016-12-222年又40天-21.60%彭颖颖现任基金业绩与排名详情基金代码基金名称基金类型近三月同类排名近六月同类排名近一年同类排名近两年同类排名今年来同类排名暂无数据现任基金收益率走势现任基金排名走势暂无数据彭颖颖现任基金投资风格分析股票交易换手率股票投资集中度彭颖颖相关资讯点击查看更多基金资讯>>彭颖颖现任基金的基金吧讨论更多>>同公司基金经理一览更多>>"
马柯,30775295,,硕士,男,否,"基金经理马柯的档案

查详细资料：


返回基金经理大全





基金经理：马柯




基金经理简介：马柯先生:中国国籍,硕士研究生。2012年7月至2014年3月期间任安信证券股份有限公司研究中心研究员,2014年3月至2016年6月期间任招商基金管理有限公司研究部研究员,2016年6月加入国投瑞银基金管理有限公司研究部,2019年12月9日至2022年8月5日期间担任国投瑞银稳健增长灵活配置混合型证券投资基金的基金经理助理,2022年8月6日起担任国投瑞银锐意改革灵活配置混合型证券投资基金基金经理。2025年3月11日担任国投瑞银信息消费灵活配置混合型证券投资基金基金经理。
                        




马柯


累计任职时间：4年又1天
任职起始日期："
吴默村,30721222,清华大学,硕士,男,否,"基金经理：吴默村基金经理简介：吴默村先生:中国国籍,清华大学工学硕士,2015年7月加入国投瑞银基金管理有限公司研究部,2019年12月9日至2020年12月25日期间担任任国投瑞银美丽中国灵活配置混合型证券投资基金的基金经理助理,2020年12月26日至2024年6月6日担任国投瑞银医疗保健行业灵活配置混合型证券投资基金基金经理。2021年1月23日至2023年9月26日担任国投瑞银创新医疗灵活配置混合型证券投资基金基金经理。2021年12月9日至2025年3月15日任国投瑞银信息消费灵活配置混合型证券投资基金基金经理。2021年12月29日任国投瑞银精选收益灵活配置混合型证券投资基金基金经理。吴默村累计任职时间：5年又224天任职起始日期：2020-12-26现任基金公司：国投瑞银基金管理有限公司现任基金资产总规模1.79亿元在管基金最佳任期回报-9.42%吴默村管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报021542国投瑞银信息消费混合C估值图基金吧档案混合型-灵活0.092024-05-30 ~ 2025-03-15289天-5.05%0"
汤海波,30159644,复旦大学,硕士,男,是,"基金经理：汤海波基金经理简介：汤海波先生:基金投资部海外投资副总监,中国籍,复旦大学经济学硕士,2005年获美国特许金融分析师(CFA)资格。曾任华安基金管理有限公司全球投资部高级研究员,摩根大通证券分析师,美林证券分析师,中信资本投资研究有限公司分析师。2010年7月加入国投瑞银基金管理有限公司国际业务部,任高级研究员。2015年12月21日至2022年10月28日任国投瑞银中国价值发现股票型证券投资基金(LOF)基金经理,2018年3月28日至2021年12月17日国投瑞银创新医疗灵活配置混合型证券投资基金基金经理,2018年9月1日至2021年12月17日担任国投瑞银信息消费灵活配置混合型证券投资基金基金经理,曾于2012年3月10日至2018年11月21日期间担任国投瑞银全球新兴市场精选股票型证券投资基金(LOF)基金经理,2018年1月16日至2019年6月18日期间担任国投瑞银瑞兴灵活配置混合型证券投资基金基金经理。2020年03月12日至2021年12月17日担任国投瑞银港股通价值发现混合型证券投资基金基金经理。曾任国投瑞银融华债券型证券投资基金基金经理。汤海波累计任职时"
吴潇,30514363,,硕士,男,否,"基金经理：吴潇基金经理简介：吴潇先生:中国国籍,硕士研究生。2013年10月至2023年6月在国投瑞银基金管理有限公司。2014年8月起担任专户投资部投资经理,研究部总监助理,2016年4月转入研究部,2016年4月26日至2016年12月28日期间任国投瑞银新收益混合及国投瑞银新活力混合基金基金经理助理,2016年5月26日至2016年12月28日期间任国投瑞银瑞盈混合(LOF)、国投瑞银瑞利混合(LOF)及国投瑞银瑞盛混合基金基金经理助理,2016年8月31日至2016年12月28日期间任国投瑞银新增长混合基金基金经理助理。2017年3月1日起至2023年6月15日任国投瑞银瑞盈灵活配置混合型证券投资基金(LOF)基金经理,2017年5月6起任国投瑞银新活力灵活配置混合型证券投资基金、国投瑞银新收益灵活配置混合型证券投资基金基金经理。曾任国投瑞银信息消费灵活配置混合型证券投资基金、国投瑞银美丽中国灵活配置混合型证券投资基金、国投瑞银锐意改革灵活配置混合型证券投资基金、国投瑞银优化增强债券型证券投资基金基金经理。2021年12月29日起至2023年6月15日任国投瑞银新兴产业混合型证"
陈小玲,30277813,牛津大学,硕士,女,否,"基金经理：陈小玲基金经理简介：陈小玲女士:中国籍,牛津大学计算机硕士。曾任职招商基金管理有限公司,2005年8月加入国投瑞银基金管理有限公司,曾任风险控制经理,2006年10月加入国投瑞银基金管理有限公司研究部。2010年7月1日至2014年1月13日期间任国投瑞银景气行业证券投资基金基金经理助理,2014年1月14日起任国投瑞银策略精选灵活配置混合型证券投资基金基金经理,2014年6月24日起兼任国投瑞银美丽中国灵活配置混合型证券投资基金基金经理,2014年12月3日起兼任国投瑞银信息消费灵活配置混合型证券投资基金基金经理。陈小玲累计任职时间：4年又3天任职起始日期：2014-01-14现任基金公司：现任基金资产总规模--在管基金最佳任期回报--陈小玲管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报000845国投瑞银信息消费混合A估值图基金吧档案混合型-灵活0.972014-12-03 ~ 2018-01-163年又45天86.27%000663国投瑞银美丽中国混合A估值图基金吧档案混合型-灵活2.432014-06-24 ~ 2017-06-2"
刘潇潇,30361765,,硕士,男,否,"基金经理：刘潇潇基金经理简介：刘潇潇先生:中国籍,中国人民银行金融研究所经济学硕士。曾任交银施罗德基金管理有限公司研究员,景顺长城基金管理有限公司研究员、投资经理。2015年5月加入国投瑞银基金管理有限公司,2015年7月29日起担任国投瑞银信息消费灵活配置混合型证券投资基金基金经理,2016年6月2日起兼任国投瑞银新动力灵活配置混合型证券投资基金及国投瑞银新成长灵活配置混合型证券投资基金基金经理,2016年6月8日起兼任国投瑞银新活力灵活配置混合型证券投资基金基金经理。刘潇潇累计任职时间：2年又239天任职起始日期：2015-07-29现任基金公司：现任基金资产总规模--在管基金最佳任期回报--刘潇潇管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报001585国投瑞银新活力混合C估值图基金吧档案混合型-偏债0.462016-06-08 ~ 2017-06-171年又9天3.73%001584国投瑞银新活力混合A估值图基金吧档案混合型-偏债0.052016-06-08 ~ 2017-06-171年又9天3.72%001029国投瑞银新动力混合估值图基"
曹晋,30199302,,硕士,男,否,"基金经理曹晋的档案

查详细资料：


返回基金经理大全





基金经理：曹晋




基金经理简介：曹晋先生:硕士,曾任汇丰晋信基金管理公司助理研究员、研究员、基金经理助理、基金经理;自2014年6月加入富国基金管理有限公司,历任权益基金经理,高级权益基金经理;现任富国基金权益投资部权益投资总监助理兼高级权益基金经理。2014年10月27日至2019年3月13日任富国天源沪港深平衡混合型证券投资基金(原富国天源平衡股票型证券投资基金,于2015年10月27日更名)基金经理,2015年1月23日起任富国中小盘精选混合型证券投资基金基金经理,2019年02月01日起任富国通胀通缩主题轮动混合型证券投资基金(原富国通胀通缩主题轮动股票型证券投资基金)基金经理,2019年4月09日至2020年"
葛兰,30324814,美国西北大学,博士,女,否,"基金经理：葛兰基金经理简介：葛兰女士:中国籍。美国西北大学生物医学工程专业博士。历任国金证券股份有限公司研究所研究员,民生加银基金管理有限公司研究员。2014年10月加入中欧基金管理有限公司,曾任研究员、中欧明睿新起点灵活配置混合型证券投资基金基金经理(2015年1月29日起至2016年4月22日)、中欧瑾泉灵活配置混合型证券投资基金基金经理(2015年3月16日起至2016年4月22日)、中欧瑾源灵活配置混合型证券投资基金基金经理(2015年3月31日起至2016年4月22日)、中欧瑾和灵活配置混合型证券投资基金基金经理(2015年4月13日起至2016年4月22日)。现任中欧医疗健康混合型证券投资基金基金经理(自2016年9月29日起至今),中欧明睿新起点混合型证券投资基金基金经理(自2018年7月12日起至2026年4月28日)、中欧阿尔法混合型证券投资基金基金经理(2020年8月20日起至2023年9月28日)。葛兰累计任职时间：11年又32天任职起始日期：2015-01-29现任基金公司：中欧基金管理有限公司现任基金资产总规模314.13亿元在管基金最佳任期回报116.18%"
周晶,30279403,,硕士,女,否,"基金经理：周晶基金经理简介：周晶女士:中国国籍,硕士研究生。曾就职于银华基金管理有限公司、中欧基金管理有限公司。现任多元策略投资管理部基金经理。自2013年02月25日起至2015年05月06日担任""银华和谐主题灵活配置混合型证券投资基金""基金经理,自2018年11月12日起兼任""银华-道琼斯88精选证券投资基金""基金经理,自2018年12月27日起兼任""银华沪港深增长股票型证券投资基金""基金经理,自2022年09月29日起兼任""银华积极精选混合型证券投资基金""基金经理,自2025年04月30日起兼任""银华回报灵活配置定期开放混合型发起式证券投资基金""基金经理。周晶累计任职时间：12年又246天任职起始日期：2013-02-25现任基金公司：银华基金管理股份有限公司现任基金资产总规模14.64亿元在管基金最佳任期回报85.70%周晶管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报025326银华嘉瑞平衡混合发起式A估值图基金吧档案混合型-灵活0.332025-10-28 ~ 至今282天4.19%025327银华嘉瑞平衡混合发起式C估值图基金吧档案混"
张跃鹏,30397261,天津财经大学,硕士,男,否,"基金经理：张跃鹏基金经理简介：张跃鹏先生:中国国籍,天津财经大学金融学硕士,中国籍。自2010年1月18日起至2013年4月30日任上海永邦投资有限公司投资经理,自2013年5月6日起至2013年9月13日任上海涌泉亿信投资发展中心(有限合伙)策略分析师。2013年9月23日加入中欧基金管理有限公司,曾任交易员,现任中欧瑾通灵活配置混合型证券投资基金基金经理(自2015年11月27日至2020年7月9日)、中欧琪丰灵活配置混合型证券投资基金基金经理(自2015年11月27日起至今)、中欧琪和灵活配置混合型证券投资基金基金经理(自2016年1月12日起至今)、中欧瑾泉灵活配置混合型证券投资基金基金经理(自2016年1月12日起至2025年8月22日)、中欧瑾源灵活配置混合型证券投资基金基金经理(2016年1月12日至2024年9月13日)、中欧瑾和灵活配置混合型证券投资基金基金经理(自2016年1月12日起至2017年01月25日)。中欧瑾和灵活配置混合型证券投资基金基金经理(自2020年11月27起至2021年12月8日)、中欧科创主题3年封闭运作灵活配置混合型证券投资基金基金经理(自"
刘明月,30049414,,硕士,未知,否,"基金经理：刘明月基金经理简介：刘明月:研究生学历、硕士学位,历任广发基金管理有限公司研究员、研究发展部副总经理、机构投资部总经理、基金经理、权益投资一部副总经理。2014年12月加入中欧基金管理有限公司,现任投资总监、事业部负责人、中欧明睿新起点混合型证券投资基金基金经理、中欧睿尚定期开放混合型发起式证券投资基金基金经理。刘明月累计任职时间：7年又25天任职起始日期：2009-06-16现任基金公司：现任基金资产总规模--在管基金最佳任期回报--刘明月管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报001811中欧明睿新常态混合A估值图基金吧档案混合型-偏股48.612016-03-03 ~ 2016-12-01273天-3.60%001117中欧精选定期开放混合A估值图基金吧档案混合型-灵活25.092016-01-08 ~ 2016-12-01328天-17.40%001890中欧精选定期开放混合E估值图基金吧档案混合型-灵活0.892016-01-08 ~ 2016-12-01328天-17.10%001615中欧睿尚定期开放混合A估值图基金吧"
周思捷,30730630,,硕士,男,否,"基金经理：周思捷基金经理简介：周思捷先生:硕士研究生,中国国籍,2011年6月至2011年12月任海通证券股份有限公司投资银行部分析员,2012年1月至2015年1月任国金证券股份有限公司研究所化工研究员,2015年1月至2015年10月任浦发银行总行风险政策部行业研究处研究员,2015年10月1至2016年5月任华泰证券股份有限公司研究所化工研究员,2016年6月至2017年8月任中泰证券股份有限公司研究所化工研究员,2017年8月加入国投瑞银基金管理有限公司研究部,2018年9月17日起担任国投瑞银创新动力混合型证券投资基金的基金经理助理。2021年4月28起任国投瑞银境煊灵活配置混合型证券投资基金基金经理。2022年6月29日起兼任国投瑞银开放视角精选混合型证券投资基金基金经理。2023年5月30日担任国投瑞银美丽中国灵活配置混合型证券投资基金基金经理。2023年5月30日担任国投瑞银瑞盈灵活配置混合型证券投资基金(LOF)基金经理。2022年6月29日至2023年8月15日任国投瑞银锐意改革灵活配置混合型证券投资基金基金经理。周思捷累计任职时间：5年又101天任职起始日期：20"
周奇贤,30710520,,本科,男,否,"基金经理：周奇贤基金经理简介：周奇贤先生:中国国籍,学士学位,1995年6月至1997年1月任台湾汇丰银行财务职员,1997年1月至1998年6月任台湾日盛证券公司研究员,1998年6月至1999年7月任台湾统一投信公司研究员,1999年7月至2005年9月任台湾永丰金证券公司研究部副主管,2005年9月至2009年7月任台湾复华投信公司海外研究部主管,2009年7月至2016年10月任台湾宏利投信公司股票部主管,2016年10月至2019年12月任台湾复华投信公司股票研究处副总经理。2020年2月加入国投瑞银基金管理有限公司,2020年8月14日至2022年7月9日担任国投瑞银锐意改革灵活配置混合型证券投资基金基金经理。2021年3月26日至2022年7月9日担任国投瑞银景气行业证券投资基金证券投资基金基金经理。2021年12月23日起至2022年7月9日担任国投瑞银创新动力混合型证券投资基金基金经理。曾任国投瑞银开放视角精选混合型证券投资基金基金经理。周奇贤累计任职时间：1年又329天任职起始日期：2020-08-14现任基金公司：现任基金资产总规模--在管基金最佳任期回报--周奇"
董晗,30074226,,硕士,男,否,"基金经理：董晗基金经理简介：董晗先生:中国国籍,硕士研究生,曾任易方达基金管理有限公司金属、非金属行业研究员,2007年9月加入国投瑞银基金管理有限公司研究部。2014年7月24日起任国投瑞银景气行业证券投资基金基金经理,2014年11月22日至2020年7月18日任国投瑞银美丽中国灵活配置混合型证券投资基金基金经理,2015年3月14日起兼任国投瑞银创新动力混合型证券投资基金(原国投瑞银创新动力股票型证券投资基金)基金经理,2015年6月19日起兼任国投瑞银成长优选混合型证券投资基金(原国投瑞银成长优选股票型证券投资基金)基金经理,2016年1月19日起兼任国投瑞银瑞源保本混合型证券投资基金基金经理。曾于2011年7月21日至2014年7月23日期间担任国投瑞银中证上游资源产业指数证券投资基金(LOF)基金经理。2016年1月19日至2019年12月28日期间担任国投瑞银境煊灵活配置混合型证券投资基金基金经理。2017年5月20日至2020年7月18日担任国投瑞银优化增强债券型证券投资基金基金经理。2016年1月19日至2020年7月18日担任国投瑞银瑞源灵活配置混合型证券投资基金基"
杨冬冬,30796453,,大学(推测),未知,否,基金经理：基金经理简介：累计任职时间：任职起始日期：现任基金公司：现任基金资产总规模在管基金最佳任期回报管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报现任基金业绩与排名详情基金代码基金名称基金类型近三月同类排名近六月同类排名近一年同类排名近两年同类排名今年来同类排名现任基金收益率走势现任基金排名走势暂无数据现任基金投资风格分析股票交易换手率股票投资集中度相关资讯点击查看更多基金资讯>>现任基金的基金吧讨论更多>>同公司基金经理一览更多>>
魏淳,30647253,香港中文大学,硕士,女,否,"基金经理：魏淳基金经理简介：魏淳女士:中国国籍,香港中文大学、北京理工大学硕士。2006年至2011年任职于中兴通讯股份有限公司;2013年6月加盟前海开源基金管理有限公司,历任前海开源基金管理有限公司研究部研究员。现任前海开源基金管理有限公司权益投资本部基金经理。2020年5月11日至2021年6月3日担任前海开源新经济灵活配置混合型证券投资基金基金经理。2019年6月12日至2020年7月23日担任前海开源景鑫灵活配置混合型证券投资基金基金经理。2021年3月16日起担任前海开源人工智能主题灵活配置混合型证券投资基金基金经理。2021年6月1日至2024年04月24日任前海开源沪港深汇鑫灵活配置混合型证券投资基金基金经理。2021年7月29日至2022年10月27日担任前海开源沪港深智慧生活优选灵活配置混合型证券投资基金基金经理。2021年9月28日担任前海开源沪港深乐享生活灵活配置混合型证券投资基金基金经理。2022年11月16日起任前海开源沪港深强国产业灵活配置混合型证券投资基金基金经理。曾任前海开源盛鑫灵活配置混合型证券投资基金基金经理。2023年05月19日担任前海开源高端"
田维,30706233,北京大学,硕士,男,否,"基金经理：田维基金经理简介：田维先生:中国国籍,北京大学硕士,2016年7月加盟前海开源基金管理有限公司,曾任权益投资本部研究员,现任权益投资本部基金经理。2020年7月9日任职前海开源沪港深大消费主题精选灵活配置混合型证券投资基金基金经理。2022年8月8日至2023年9月6日任前海开源高端装备制造灵活配置混合型证券投资基金的基金经理。2023年2月17日担任前海开源优势蓝筹股票型证券投资基金基金经理。2024年1月9日至2025年10月15日任前海开源鼎安债券型证券投资基金基金经理。2024年1月9日至今,任前海开源弘丰债券型发起式证券投资基金基金经理;2024年1月9日至今,任前海开源睿远稳健增利混合型证券投资基金基金经理。2024年12月6日起任前海开源国企精选混合型发起式证券投资基金基金经理。2025年1月3日起任前海开源优选领航股票型发起式证券投资基金基金经理。2026年4月7日起任前海开源多元策略灵活配置混合型证券投资基金基金经理。2026年04月09日起担任前海开源安和债券型证券投资基金基金经理。田维累计任职时间：6年又29天任职起始日期：2020-07-09现任基金公"
董治国,30708475,,硕士,男,否,"基金经理：董治国基金经理简介：董治国先生:研究生、硕士,中国。2015年07月至2022年08月任前海开源基金管理有限公司投资部基金经理、行业研究员。曾任前海开源大海洋战略经济灵活配置混合型证券投资基金、前海开源港股通股息率50强股票型证券投资基金、前海开源睿远稳健增利混合型证券投资基金、前海开源大安全核心精选灵活配置混合型证券投资基金、前海开源高端装备制造灵活配置混合型证券投资基金的基金经理。自2022年08月加入富国基金管理有限公司,现任富国国家安全主题混合型证券投资基金基金经理。董治国累计任职时间：5年又176天任职起始日期：2020-07-23现任基金公司：富国基金管理有限公司现任基金资产总规模8.17亿元在管基金最佳任期回报-2.49%董治国管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报001268富国国家安全主题混合A估值图基金吧档案混合型-偏股3.872023-02-28 ~ 至今3年又160天-2.49%013044富国国家安全主题混合C估值图基金吧档案混合型-偏股4.302023-02-28 ~ 至今3年又160天-4.50%00"
谢屹,30099698,德国慕尼黑工业大学,硕士,男,否,"基金经理：Yi Xie基金经理简介：谢屹先生:德国慕尼黑工业大学经济与金融数学硕士。历任汇丰银行(德国)股票研究所及投资银行部分析师、高级分析师、副总裁,前海开源基金管理有限公司执行投资总监(ED),基金经理。2021年6月加入诺德基金管理有限公司,担任投资三部投资总监,具有基金从业资格。Yi Xie累计任职时间：10年又262天任职起始日期：2015-07-09现任基金公司：诺德基金管理有限公司现任基金资产总规模2.43亿元在管基金最佳任期回报68.09%Yi Xie管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报016773诺德兴新趋势混合C估值图基金吧档案混合型-偏股0.402022-12-20 ~ 至今3年又230天64.47%016772诺德兴新趋势混合A估值图基金吧档案混合型-偏股0.182022-12-20 ~ 至今3年又230天68.09%573003诺德增强收益债券估值图基金吧档案债券型-混合二级0.012021-11-05 ~ 2023-08-071年又275天-6.20%011078诺德品质消费6个月持有混合估值图基金吧档案混合"
薛小波,30297650,,硕士,男,否,"经理薛小波的档案

查详细资料：


返回基金经理大全





基金经理：薛小波




基金经理简介：薛小波先生:中国,工程力学学士、流体力学硕士。于2018年6月加入泰康资产,现任公募事业部股票投资执行总监。2019年5月17日至今担任泰康产业升级混合型证券投资基金基金经理。2006年7月至2014年4月任职于中信证券机械行业和军工行业首席分析师、高级副总裁,2014年5月至2018年5月任职于前海开源基金管理有限公司执行投资总监、事业部负责人、投资决策委员会成员和基金经理。曾任泰康均衡优选混合型证券投资基金基金经理。曾任职于中信证券机械行业和军工行业首席分析师、高级副总裁,前海开源基金管理有限公司执行投资总监、事业部负责人、投资决策委员会成员和基金经理。2020年9月7日担任泰康创新"
容志能,30790753,浙江大学电子科学,硕士,男,否,"基金经理：容志能基金经理简介：容志能先生:中国国籍,浙江大学电子科学与技术专业硕士。曾在广东省电力设计研究院担任网络工程项目经理,在广发证券股份有限公司担任家电行业研究员,在中国中投证券有限公司担任通信行业研究员,在天风证券股份有限公司担任通信行业联合首席,2020年12月加入宝盈基金管理有限公司,担任行业研究员,现任宝盈转型动力灵活配置混合型证券投资基金基金经理。2023年3月17日担任宝盈国家安全战略沪港深股票型证券投资基金、宝盈转型动力灵活配置混合型证券投资基金基金经理。2023年4月15日担任宝盈创新驱动股票型证券投资基金基金经理。2024年12月24日担任宝盈科技30灵活配置混合型证券投资基金基金经理。现任宝盈睿丰创新灵活配置混合型证券投资基金基金经理、宝盈策略增长混合型证券投资基金基金经理。容志能累计任职时间：3年又143天任职起始日期：2023-03-17现任基金公司：宝盈基金管理有限公司现任基金资产总规模131.37亿元在管基金最佳任期回报273.82%容志能管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报000796宝盈睿丰创新混合"
叶秀贤,30860239,天津大学管理科学,硕士,男,否,"基金经理：叶秀贤基金经理简介：叶秀贤先生:中国国籍,天津大学管理科学与工程专业硕士,曾在申银万国证券研究所担任研究销售,在广发证券担任销售经理、电子行业分析师。2023年9月加入宝盈基金管理有限公司,在研究部先后担任行业研究员,基金经理助理,现任宝盈基础产业混合型证券投资基金、宝盈人工智能主题股票型证券投资基金基金经理。2026年6月13日起任宝盈转型动力灵活配置混合型证券投资基金的基金经理。叶秀贤累计任职时间：257天任职起始日期：2025-11-22现任基金公司：宝盈基金管理有限公司现任基金资产总规模71.67亿元在管基金最佳任期回报49.66%叶秀贤管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报015389宝盈转型动力混合C估值图基金吧档案混合型-灵活22.422026-06-13 ~ 至今54天-19.59%001075宝盈转型动力混合A估值图基金吧档案混合型-灵活29.962026-06-13 ~ 至今54天-19.54%005962宝盈人工智能股票A估值图基金吧档案股票型9.512025-11-22 ~ 至今257天39.31%0059"
陈金伟,30554638,,硕士,男,否,"基金经理：陈金伟基金经理简介：陈金伟先生:中国国籍,经济学硕士。曾任职于中国人寿资产管理有限公司,担任信用管理部研究员,2015年3月加入宝盈基金管理有限公司,担任研究部研究员,现任宝盈资源优选混合型证券投资基金、宝盈国家安全战略沪港深股票型证券投资基金基金经理助理。自2023年4月加盟鹏华基金管理有限公司,担任权益投资二部副总监/基金经理。2020年11月21日至2023年4月1日担任宝盈国家安全战略沪港深股票型证券投资基金基金经理。2021年12月3日至2023年4月1日担任宝盈转型动力灵活配置混合型证券投资基金的基金经理。离任宝盈优势产业灵活配置混合型证券投资基金基金经理、宝盈成长精选混合型证券投资基金的基金经理、宝盈新兴产业灵活配置混合型证券投资基金基金经理。2024年8月担任鹏华成长先锋混合基金经理,2023年11月9日担任鹏华优质治理混合型证券投资基金(LOF)基金经理。2023年11月任鹏华产业精选灵活配置混合型证券投资基金基金经理。陈金伟累计任职时间：5年又37天任职起始日期：2020-11-21现任基金公司：鹏华基金管理有限公司现任基金资产总规模23.10亿元在管基金"
李健伟,30167602,华南理工大学,硕士,男,否,"基金经理：李健伟基金经理简介：李健伟先生:中国国籍,华南理工大学工学硕士。2007年8月至2010年4月,在普华永道咨询有限公司任职高级顾问。2010年4月至2012年12月,在广发证券股份有限公司任职稽核员、行业研究员。2012年12月加入宝盈基金管理有限公司,先后任职研究部研究员、专户投资部投资经理,现任宝盈先进制造灵活配置混合型证券投资基金基金经理。2020年2月4日至2021年12月17日担任宝盈转型动力灵活配置混合型证券投资基金基金经理。曾任宝盈核心优势灵活配置混合型证券投资基金基金经理、宝盈基础产业混合型证券投资基金、宝盈优质成长混合型证券投资基金基金经理基金经理。现任华西基金管理有限责任公司研究部总监。2024年2月7日至2025年2月21日担任华西优选价值混合型发起式证券投资基金基金经理。李健伟累计任职时间：7年又241天任职起始日期：2017-01-25现任基金公司：华西基金管理有限责任公司现任基金资产总规模5.58亿元在管基金最佳任期回报79.77%李健伟管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报025736华西科技成长股票"
李进,30500129,武汉大学金融学,硕士,男,是,"基金经理：李进基金经理简介：李进先生:武汉大学金融学专业硕士,CFA。2007年7月至2010年2月任职于中国农业银行深圳分行,担任信贷审批员,2010年3月至2013年8月任职于华泰联合证券研究所,担任研究员。自2013年8月加入宝盈基金管理有限公司,历任研究员、基金经理助理。自2021年8月起担任股票投资部基金经理,现任股票投资部总监、基金经理。现任宝盈先进制造灵活配置混合型证券投资基金(2017年12月15日至2021年5月15日)、宝盈转型动力灵活配置混合型证券投资基金基金经理。2016年10月至2018年2月任宝盈策略增长混合型证券投资基金基金经理;2019年12月24日至2021年5月15日任宝盈研究精选混合型证券投资基金基金经理。曾任宝盈转型动力灵活配置混合型证券投资基金基金经理。2017年1月4日至2021年5月15日任宝盈鸿利收益灵活配置混合型证券投资基金基金经理。2021年8月31日至2024年2月5日担任景顺长城科技创新混合型证券投资基金基金经理。2021年12月17日至2024年2月5日担任景顺长城远见成长混合型证券投资基金基金经理。2021年11月23日至20"
黎晓晖,30554640,香港中文大学,MBA,男,否,"基金经理：黎晓晖基金经理简介：黎晓晖先生:香港中文大学MBA。2009年6月至2013年6月任职于嘉实基金管理有限公司,担任交易员;2013年7月至2014年6月,任职于银华基金,历任行业研究员、投资经理;2017年8月至2019年8月,任职于宝盈基金,担任基金经理。2019年9月加入国寿安保基金管理有限公司。曾任国寿安保高股息混合型证券投资基金基金经理。黎晓晖累计任职时间：3年又275天任职起始日期：2017-09-19现任基金公司：现任基金资产总规模--在管基金最佳任期回报--黎晓晖管理过的基金一览基金代码基金名称相关链接基金类型规模（亿元）任职时间任职天数任职回报009501国寿安保高股息混合C估值图基金吧档案混合型-偏股0.312020-09-27 ~ 2022-08-101年又317天-16.15%009500国寿安保高股息混合A估值图基金吧档案混合型-偏股0.612020-09-27 ~ 2022-08-101年又317天-15.69%001075宝盈转型动力混合A估值图基金吧档案混合型-灵活29.962017-09-19 ~ 2019-08-081年又323天-16.78"
