fund_code,report_date,stock_code,stock_name,hold_ratio,hold_shares,hold_value,year,quarter,report_type,data_source,hold_ratio_flag
006976,2024-06-30,1389,广合科技,0.0,0.01,0.51,2024,2,半年报,akshare,
006976,2024-06-30,2130,沃尔核材,3.01,58.44,825.17,2024,2,半年报,akshare,
006976,2024-06-30,2241,歌尔股份,2.18,30.58,596.62,2024,2,半年报,akshare,
006976,2024-06-30,2353,杰瑞股份,2.0,15.62,547.95,2024,2,半年报,akshare,
006976,2024-06-30,2840,华统股份,2.94,48.62,806.61,2024,2,半年报,akshare,
006976,2024-06-30,2938,鹏鼎控股,2.09,14.42,573.34,2024,2,半年报,akshare,
006976,2024-06-30,9896,名创优品,1.71,13.74,469.63,2024,2,半年报,akshare,
006976,2024-09-30,528,柳工,4.98,101.95,1274.38,2024,3,季报,akshare,
006976,2024-09-30,651,格力电器,3.89,20.81,997.63,2024,3,季报,akshare,
006976,2024-09-30,2130,沃尔核材,7.91,145.15,2024.84,2024,3,季报,akshare,
006976,2024-12-31,333,美的集团,4.35,9.54,717.6,2024,4,年报,akshare,
006976,2024-12-31,651,格力电器,4.35,15.76,716.29,2024,4,年报,akshare,
006976,2024-12-31,1279,强邦新材,0.0,0.03,0.74,2024,4,年报,akshare,
006976,2024-12-31,1391,国货航,0.0,0.09,0.64,2024,4,年报,akshare,
006976,2024-12-31,2003,伟星股份,2.38,27.66,391.94,2024,4,年报,akshare,
006976,2024-12-31,2025,航天电器,3.6,12.21,592.92,2024,4,年报,akshare,
006976,2024-12-31,2149,西部材料,2.21,20.56,363.91,2024,4,年报,akshare,
006976,2024-12-31,2171,楚江新材,8.74,175.68,1440.58,2024,4,年报,akshare,
006976,2024-12-31,2765,蓝黛科技,1.0,19.22,165.29,2024,4,年报,akshare,
006976,2024-12-31,2851,麦格米特,5.53,14.84,912.07,2024,4,年报,akshare,
006976,2025-03-31,333,美的集团,5.66,11.73,920.81,2025,1,季报,akshare,
006976,2025-03-31,651,格力电器,5.67,20.3,922.84,2025,1,季报,akshare,
006976,2025-03-31,2171,楚江新材,8.9,164.93,1448.09,2025,1,季报,akshare,
006976,2025-03-31,2851,麦格米特,8.15,21.8,1326.31,2025,1,季报,akshare,
006976,2025-06-30,333,美的集团,5.22,11.73,846.91,2025,2,半年报,akshare,
006976,2025-06-30,651,格力电器,5.62,20.3,911.88,2025,2,半年报,akshare,
006976,2025-06-30,733,振华科技,1.85,6.0,300.3,2025,2,半年报,akshare,
006976,2025-06-30,1335,信凯科技,0.0,0.01,0.22,2025,2,半年报,akshare,
006976,2025-06-30,1356,富岭股份,0.0,0.02,0.36,2025,2,半年报,akshare,
006976,2025-06-30,1382,新亚电缆,0.0,0.03,0.62,2025,2,半年报,akshare,
006976,2025-06-30,1385,上海复旦,3.56,21.2,578.07,2025,2,半年报,akshare,
006976,2025-06-30,1388,信通电子,0.01,0.07,1.2,2025,2,半年报,akshare,
006976,2025-06-30,1391,国货航,0.0,0.09,0.63,2025,2,半年报,akshare,
006976,2025-06-30,1395,亚联机械,0.0,0.01,0.38,2025,2,半年报,akshare,
006976,2025-06-30,1801,信达生物,1.92,4.35,311.01,2025,2,半年报,akshare,
006976,2025-06-30,2003,伟星股份,2.67,39.77,433.89,2025,2,半年报,akshare,
006976,2025-06-30,2015,理想汽车-W,0.0,0.0,0.41,2025,2,半年报,akshare,
006976,2025-06-30,2171,楚江新材,8.89,148.35,1443.45,2025,2,半年报,akshare,
006976,2025-06-30,6869,长飞光纤光缆,3.37,28.2,547.77,2025,2,半年报,akshare,
006976,2025-09-30,333,美的集团,4.69,10.16,738.23,2025,3,季报,akshare,
006976,2025-12-31,333,美的集团,3.84,7.4,578.31,2025,4,年报,akshare,
006976,2025-12-31,1221,悍高集团,0.0,0.01,0.5,2025,4,年报,akshare,
006976,2025-12-31,1285,瑞立科密,0.0,0.0,0.18,2025,4,年报,akshare,
006976,2025-12-31,1309,德明利,4.85,3.15,730.45,2025,4,年报,akshare,
006976,2025-12-31,1386,马可波罗,0.0,0.03,0.64,2025,4,年报,akshare,
006976,2025-12-31,1388,信通电子,0.0,0.01,0.31,2025,4,年报,akshare,
006976,2025-12-31,2353,杰瑞股份,2.97,6.31,446.94,2025,4,年报,akshare,
006976,2025-12-31,2384,东山精密,7.73,13.74,1163.09,2025,4,年报,akshare,
006976,2025-12-31,2472,双环传动,2.12,6.73,319.07,2025,4,年报,akshare,
006976,2026-03-31,2126,银轮股份,7.29,30.74,1306.76,2026,1,季报,akshare,
006976,2026-03-31,2222,福晶科技,5.0,13.17,895.82,2026,1,季报,akshare,
006976,2026-03-31,2384,东山精密,9.26,16.06,1659.0,2026,1,季报,akshare,
006976,2026-06-30,2126,银轮股份,6.8,144.93,7217.51,2026,2,半年报,akshare,
006976,2026-06-30,2138,顺络电子,3.77,54.64,3994.37,2026,2,半年报,akshare,
006976,2026-06-30,2371,北方华创,5.03,6.03,5333.9,2026,2,半年报,akshare,
006976,2026-06-30,2384,东山精密,5.23,21.13,5543.46,2026,2,半年报,akshare,
007049,2020-03-31,568,泸州老窖,1.14,1.34,98.69,2020,1,季报,akshare,
007049,2020-03-31,671,ST阳光城,0.89,11.03,77.1,2020,1,季报,akshare,
007049,2020-03-31,2373,千方科技,0.89,3.8,77.52,2020,1,季报,akshare,
007049,2020-03-31,2555,三七互娱,1.91,5.07,165.59,2020,1,季报,akshare,
007049,2020-03-31,2601,龙佰集团,1.17,6.77,101.08,2020,1,季报,akshare,
007049,2020-03-31,2714,牧原股份,1.2,0.85,103.88,2020,1,季报,akshare,
007049,2020-06-30,568,泸州老窖,1.89,1.13,102.97,2020,2,半年报,akshare,
007049,2020-06-30,636,风华高科,0.63,1.17,34.15,2020,2,半年报,akshare,
007049,2020-06-30,717,中南股份,0.74,10.63,40.39,2020,2,半年报,akshare,
007049,2020-06-30,2311,海大集团,0.59,0.68,32.36,2020,2,半年报,akshare,
007049,2020-06-30,2373,千方科技,1.39,3.15,75.57,2020,2,半年报,akshare,
007049,2020-06-30,2396,星网锐捷,1.19,1.83,64.65,2020,2,半年报,akshare,
007049,2020-06-30,2402,和而泰,0.41,1.38,22.37,2020,2,半年报,akshare,
007049,2020-06-30,2460,赣锋锂业,0.62,0.63,33.75,2020,2,半年报,akshare,
007049,2020-06-30,2555,三七互娱,1.63,1.9,88.92,2020,2,半年报,akshare,
007049,2020-06-30,2601,龙佰集团,1.92,5.66,104.71,2020,2,半年报,akshare,
007049,2020-06-30,2624,完美世界,1.18,1.12,64.56,2020,2,半年报,akshare,
007049,2020-09-30,895,双汇发展,0.65,7.61,402.8,2020,3,季报,akshare,
007049,2020-09-30,2142,宁波银行,0.85,16.74,526.98,2020,3,季报,akshare,
007049,2020-12-31,333,美的集团,0.24,1.43,141.02,2020,4,年报,akshare,
007049,2020-12-31,568,泸州老窖,1.2,3.17,716.93,2020,4,年报,akshare,
007049,2020-12-31,596,古井贡酒,0.1,0.22,59.84,2020,4,年报,akshare,
007049,2020-12-31,636,风华高科,0.56,9.95,335.32,2020,4,年报,akshare,
007049,2020-12-31,661,长春高新,0.3,0.4,179.56,2020,4,年报,akshare,
007049,2020-12-31,858,五粮液,0.81,1.67,487.39,2020,4,年报,akshare,
007049,2020-12-31,2049,紫光国微,0.07,0.31,41.48,2020,4,年报,akshare,
007049,2020-12-31,2050,三花智控,0.14,3.3,81.34,2020,4,年报,akshare,
007049,2020-12-31,2078,太阳纸业,0.12,5.04,72.73,2020,4,年报,akshare,
007049,2020-12-31,2126,银轮股份,0.08,3.69,50.81,2020,4,年报,akshare,
007049,2020-12-31,2271,东方雨虹,0.06,0.91,35.31,2020,4,年报,akshare,
007049,2020-12-31,2353,杰瑞股份,0.14,2.45,85.75,2020,4,年报,akshare,
007049,2020-12-31,2410,广联达,0.06,0.46,36.22,2020,4,年报,akshare,
007049,2020-12-31,2414,高德红外,0.15,2.14,89.35,2020,4,年报,akshare,
007049,2020-12-31,2415,海康威视,0.08,1.01,49.0,2020,4,年报,akshare,
007049,2020-12-31,2459,晶澳科技,0.5,7.31,297.66,2020,4,年报,akshare,
007049,2020-12-31,2460,赣锋锂业,0.31,1.85,187.22,2020,4,年报,akshare,
007049,2020-12-31,2475,立讯精密,0.44,4.75,266.57,2020,4,年报,akshare,
007049,2020-12-31,2601,龙佰集团,0.31,6.07,186.77,2020,4,年报,akshare,
007049,2020-12-31,2648,卫星化学,0.05,1.19,31.08,2020,4,年报,akshare,
007049,2020-12-31,2709,天赐材料,0.39,2.26,234.59,2020,4,年报,akshare,
007049,2020-12-31,2714,牧原股份,0.08,0.63,48.57,2020,4,年报,akshare,
007049,2020-12-31,2812,恩捷股份,0.13,0.55,77.98,2020,4,年报,akshare,
007049,2020-12-31,2821,凯莱英,0.17,0.34,101.71,2020,4,年报,akshare,
007049,2020-12-31,2833,弘亚数控,0.07,0.99,43.13,2020,4,年报,akshare,
007049,2020-12-31,2979,雷赛智能,0.05,0.72,31.92,2020,4,年报,akshare,
007049,2020-12-31,3026,中晶科技,0.0,0.05,2.17,2020,4,年报,akshare,
007049,2020-12-31,3028,振邦智能,0.0,0.04,1.8,2020,4,年报,akshare,
007049,2020-12-31,3029,吉大正元,0.0,0.07,1.87,2020,4,年报,akshare,
007049,2020-12-31,3030,祖名股份,0.00,0.05,0.73,2020,4,年报,legacy,
007049,2020-12-31,3031,中瓷电子,0.00,0.04,0.59,2020,4,年报,legacy,
007049,2021-03-31,568,泸州老窖,1.09,2.78,625.56,2021,1,季报,akshare,
007049,2021-03-31,858,五粮液,0.64,1.38,369.81,2021,1,季报,akshare,
007049,2021-03-31,2142,宁波银行,0.72,10.66,414.46,2021,1,季报,akshare,
007049,2021-03-31,2839,张家港行,0.74,76.7,427.22,2021,1,季报,akshare,
007049,2021-06-30,333,美的集团,0.64,5.23,373.55,2021,2,半年报,akshare,
007049,2021-06-30,513,丽珠集团,1.02,11.87,593.74,2021,2,半年报,akshare,
007049,2021-06-30,915,华特达因,0.8,17.31,462.7,2021,2,半年报,akshare,
007049,2021-06-30,1207,联科科技,0.0,0.07,2.26,2021,2,半年报,akshare,
007049,2021-06-30,1208,华菱线缆,0.0,0.18,1.36,2021,2,半年报,akshare,
007049,2021-06-30,2142,宁波银行,0.8,11.87,462.68,2021,2,半年报,akshare,
007049,2021-06-30,2216,三全食品,0.49,17.16,282.63,2021,2,半年报,akshare,
007049,2021-06-30,2327,富安娜,0.92,68.82,532.67,2021,2,半年报,akshare,
007049,2021-06-30,2353,杰瑞股份,1.15,14.96,668.89,2021,2,半年报,akshare,
007049,2021-06-30,2508,老板电器,0.68,8.51,395.72,2021,2,半年报,akshare,
007049,2021-06-30,2594,比亚迪,0.68,1.58,396.58,2021,2,半年报,akshare,
007049,2021-06-30,2677,浙江美大,1.14,36.32,663.93,2021,2,半年报,akshare,
007049,2021-06-30,2690,美亚光电,0.37,3.81,212.45,2021,2,半年报,akshare,
007049,2021-06-30,2727,一心堂,0.79,13.89,459.9,2021,2,半年报,akshare,
007049,2022-03-31,69,华侨城A,1.65,19.37,142.56,2022,1,季报,akshare,
007049,2022-03-31,726,鲁泰A,1.04,14.05,89.78,2022,1,季报,akshare,
007049,2022-06-30,69,华侨城A,1.81,15.16,98.39,2022,2,半年报,akshare,
007049,2022-06-30,90,天健集团,0.73,5.75,39.62,2022,2,半年报,akshare,
007049,2022-06-30,726,鲁泰A,0.44,3.35,23.95,2022,2,半年报,akshare,
007049,2022-06-30,1914,招商积余,1.06,3.19,57.32,2022,2,半年报,akshare,
007049,2022-06-30,2027,分众传媒,0.45,3.59,24.16,2022,2,半年报,akshare,
007049,2022-06-30,2033,丽江股份,0.14,0.69,7.45,2022,2,半年报,akshare,
007049,2022-06-30,2100,天康生物,0.74,4.16,40.44,2022,2,半年报,akshare,
007049,2022-06-30,2353,杰瑞股份,0.91,1.23,49.57,2022,2,半年报,akshare,
007049,2022-06-30,2545,东方铁塔,0.44,2.08,23.67,2022,2,半年报,akshare,
007049,2022-06-30,2727,一心堂,0.75,1.77,40.59,2022,2,半年报,akshare,
007049,2022-09-30,915,华特达因,0.98,1.19,49.25,2022,3,季报,akshare,
007049,2022-09-30,2304,洋河股份,1.25,0.4,63.26,2022,3,季报,akshare,
007049,2022-12-31,2,万科A,1.22,3.29,59.88,2022,4,年报,akshare,
007049,2022-12-31,69,华侨城A,0.43,3.95,21.05,2022,4,年报,akshare,
007049,2022-12-31,651,格力电器,0.91,1.39,44.92,2022,4,年报,akshare,
007049,2022-12-31,1914,招商积余,0.44,1.42,21.84,2022,4,年报,akshare,
007049,2022-12-31,1979,招商蛇口,0.94,3.68,46.48,2022,4,年报,akshare,
007049,2022-12-31,2078,太阳纸业,0.6,2.55,29.38,2022,4,年报,akshare,
007049,2022-12-31,2166,莱茵生物,0.56,2.89,27.46,2022,4,年报,akshare,
007049,2022-12-31,2299,圣农发展,0.75,1.56,36.96,2022,4,年报,akshare,
007049,2022-12-31,2304,洋河股份,1.04,0.32,51.36,2022,4,年报,akshare,
007049,2022-12-31,2352,顺丰控股,1.03,0.88,50.83,2022,4,年报,akshare,
007049,2022-12-31,2422,科伦药业,0.34,0.63,16.76,2022,4,年报,akshare,
007049,2022-12-31,2511,中顺洁柔,0.88,3.16,43.42,2022,4,年报,akshare,
007049,2022-12-31,2690,美亚光电,0.78,1.6,38.24,2022,4,年报,akshare,
007049,2022-12-31,2908,德生科技,0.54,1.71,26.85,2022,4,年报,akshare,
007049,2022-12-31,2959,小熊电器,0.59,0.48,28.95,2022,4,年报,akshare,
007049,2023-03-31,651,格力电器,1.21,1.65,60.64,2023,1,季报,akshare,
007049,2023-03-31,951,中国重汽,1.55,4.59,77.53,2023,1,季报,akshare,
007049,2023-03-31,2154,报喜鸟,1.05,10.22,52.33,2023,1,季报,akshare,
007049,2023-03-31,2304,洋河股份,1.49,0.45,74.46,2023,1,季报,akshare,
007049,2023-03-31,2867,周大生,0.99,3.12,49.42,2023,1,季报,akshare,
007049,2023-03-31,2959,小熊电器,0.93,0.66,46.46,2023,1,季报,akshare,
007049,2023-06-30,528,柳工,0.66,3.26,25.75,2023,2,半年报,akshare,
007049,2023-06-30,651,格力电器,1.56,1.67,60.97,2023,2,半年报,akshare,
007049,2023-06-30,2007,华兰生物,0.67,1.16,26.0,2023,2,半年报,akshare,
007049,2023-06-30,2027,分众传媒,0.94,5.37,36.57,2023,2,半年报,akshare,
007049,2023-06-30,2044,美年健康,0.48,2.65,18.84,2023,2,半年报,akshare,
007049,2023-06-30,2159,三特索道,0.62,1.33,24.19,2023,2,半年报,akshare,
007049,2023-06-30,2345,潮宏基,0.9,4.48,35.21,2023,2,半年报,akshare,
007049,2023-06-30,2422,科伦药业,0.63,0.83,24.63,2023,2,半年报,akshare,
007049,2023-06-30,2867,周大生,0.96,2.12,37.69,2023,2,半年报,akshare,
007049,2023-06-30,2959,小熊电器,0.62,0.29,24.22,2023,2,半年报,akshare,
007049,2023-06-30,2997,瑞鹄模具,0.31,0.41,12.19,2023,2,半年报,akshare,
007049,2023-06-30,3011,海象新材,0.15,0.18,5.81,2023,2,半年报,akshare,
007049,2023-09-30,651,格力电器,1.11,1.13,41.02,2023,3,季报,akshare,
007049,2023-09-30,2027,分众传媒,1.12,5.78,41.33,2023,3,季报,akshare,
007049,2023-09-30,2367,康力电梯,0.96,4.05,35.52,2023,3,季报,akshare,
007049,2023-12-31,333,美的集团,1.15,0.33,18.03,2023,4,年报,akshare,
007049,2023-12-31,651,格力电器,0.89,0.43,13.83,2023,4,年报,akshare,
007049,2023-12-31,895,双汇发展,1.15,0.67,17.9,2023,4,年报,akshare,
007049,2023-12-31,933,神火股份,1.09,1.01,16.97,2023,4,年报,akshare,
007049,2023-12-31,983,山西焦煤,0.73,1.16,11.46,2023,4,年报,akshare,
007049,2023-12-31,1965,招商公路,0.48,0.76,7.43,2023,4,年报,akshare,
007049,2023-12-31,2327,富安娜,0.98,1.71,15.3,2023,4,年报,akshare,
007049,2024-03-31,2478,常宝股份,4.68,10.97,69.33,2024,1,季报,akshare,
007049,2024-06-30,422,湖北宜化,3.93,4.46,53.16,2024,2,半年报,akshare,
007049,2024-06-30,858,五粮液,0.95,0.1,12.8,2024,2,半年报,akshare,
007049,2024-06-30,1286,陕西能源,4.0,4.69,54.08,2024,2,半年报,akshare,
007049,2024-06-30,2001,新和成,0.99,0.7,13.44,2024,2,半年报,akshare,
007049,2024-06-30,2317,众生药业,0.46,0.54,6.17,2024,2,半年报,akshare,
007049,2024-06-30,2532,天山铝业,3.42,5.71,46.31,2024,2,半年报,akshare,
007049,2024-06-30,2840,华统股份,1.09,0.89,14.77,2024,2,半年报,akshare,
007049,2024-06-30,2895,川恒股份,2.25,1.66,30.39,2024,2,半年报,akshare,
007049,2024-09-30,166,申万宏源,4.73,10.95,62.63,2024,3,季报,akshare,
007049,2024-09-30,333,美的集团,4.94,0.86,65.41,2024,3,季报,akshare,
007049,2024-09-30,526,学大教育,4.91,1.03,64.98,2024,3,季报,akshare,
007049,2024-12-31,880,潍柴重机,1.92,2.92,50.52,2024,4,年报,akshare,
007049,2024-12-31,1283,豪鹏科技,2.82,1.28,74.1,2024,4,年报,akshare,
007049,2024-12-31,2241,歌尔股份,3.89,3.96,102.21,2024,4,年报,akshare,
007049,2024-12-31,2351,漫步者,7.24,11.53,190.25,2024,4,年报,akshare,
007049,2024-12-31,2605,姚记科技,0.81,0.8,21.33,2024,4,年报,akshare,
007049,2025-03-31,2351,漫步者,4.55,20.77,302.83,2025,1,季报,akshare,
007049,2025-06-30,1283,豪鹏科技,2.92,2.64,143.75,2025,2,半年报,akshare,
007049,2025-06-30,2463,沪电股份,8.95,10.35,440.75,2025,2,半年报,akshare,
007049,2025-09-30,2463,沪电股份,8.8,7.41,544.49,2025,3,季报,akshare,
007049,2025-09-30,2916,深南电路,6.61,1.89,409.45,2025,3,季报,akshare,
007049,2025-12-31,534,万泽股份,7.94,27.76,610.72,2025,4,年报,akshare,
007049,2025-12-31,657,中钨高新,2.75,7.63,211.43,2025,4,年报,akshare,
007049,2025-12-31,962,东方钽业,4.55,10.58,349.77,2025,4,年报,akshare,
007049,2025-12-31,2270,华明装备,4.87,14.94,374.1,2025,4,年报,akshare,
007049,2025-12-31,2353,杰瑞股份,5.05,5.48,388.15,2025,4,年报,akshare,
007049,2025-12-31,2448,中原内配,4.11,24.44,316.01,2025,4,年报,akshare,
007049,2025-12-31,2478,常宝股份,4.88,44.31,375.31,2025,4,年报,akshare,
007049,2025-12-31,2922,伊戈尔,5.3,13.32,407.86,2025,4,年报,akshare,
007049,2026-03-31,534,万泽股份,8.26,469.51,16639.43,2026,1,季报,akshare,
007049,2026-03-31,2028,思源电气,6.42,64.03,12934.06,2026,1,季报,akshare,
007049,2026-03-31,2353,杰瑞股份,9.14,190.15,18406.52,2026,1,季报,akshare,
007049,2026-06-30,338,潍柴动力,7.12,791.41,21565.92,2026,2,半年报,akshare,
007049,2026-06-30,2138,顺络电子,7.42,307.32,22465.09,2026,2,半年报,akshare,
007049,2026-06-30,2353,杰瑞股份,8.7,172.78,26348.95,2026,2,半年报,akshare,
007113,2019-12-31,2466,天齐锂业,4.09,456.5,13777.25,2019,4,年报,legacy,
007113,2020-03-31,1,平安银行,4.73,599.64,7675.42,2020,1,季报,akshare,
007113,2020-03-31,333,美的集团,4.55,152.19,7368.81,2020,1,季报,akshare,
007113,2020-03-31,2460,赣锋锂业,5.88,236.75,9529.09,2020,1,季报,akshare,
007113,2020-03-31,2594,比亚迪,4.88,131.97,7914.0,2020,1,季报,akshare,
007113,2020-06-30,1,平安银行,5.61,599.64,7675.42,2020,2,半年报,akshare,
007113,2020-06-30,2,万科A,1.64,85.89,2245.16,2020,2,半年报,akshare,
007113,2020-06-30,333,美的集团,7.48,171.21,10236.36,2020,2,半年报,akshare,
007113,2020-06-30,651,格力电器,5.57,134.79,7624.89,2020,2,半年报,akshare,
007113,2020-06-30,671,ST阳光城,1.92,414.71,2629.25,2020,2,半年报,akshare,
007113,2020-06-30,783,长江证券,0.63,128.28,864.62,2020,2,半年报,akshare,
007113,2020-06-30,961,ST中南,1.67,257.43,2291.16,2020,2,半年报,akshare,
007113,2020-06-30,2460,赣锋锂业,4.83,123.54,6617.78,2020,2,半年报,akshare,
007113,2020-09-30,1,平安银行,7.84,306.19,4644.92,2020,3,季报,akshare,
007113,2020-09-30,100,TCL科技,4.82,464.54,2856.92,2020,3,季报,akshare,
007113,2020-09-30,333,美的集团,7.94,64.79,4703.8,2020,3,季报,akshare,
007113,2020-09-30,625,长安汽车,4.93,217.3,2918.32,2020,3,季报,akshare,
007113,2020-09-30,2460,赣锋锂业,4.85,52.97,2870.36,2020,3,季报,akshare,
007113,2020-09-30,2600,领益智造,4.92,260.42,2914.1,2020,3,季报,akshare,
007113,2020-12-31,1,平安银行,5.35,165.55,3201.75,2020,4,年报,akshare,
007113,2020-12-31,333,美的集团,7.34,44.63,4393.45,2020,4,年报,akshare,
007113,2020-12-31,625,长安汽车,4.9,133.85,2928.61,2020,4,年报,akshare,
007113,2020-12-31,3026,中晶科技,0.0,0.05,2.17,2020,4,年报,akshare,
007113,2020-12-31,3028,振邦智能,0.0,0.04,1.8,2020,4,年报,akshare,
007113,2020-12-31,3029,吉大正元,0.0,0.07,1.87,2020,4,年报,akshare,
007113,2020-12-31,3030,祖名股份,0.0,0.05,0.73,2020,4,年报,akshare,
007113,2020-12-31,3031,中瓷电子,0.0,0.04,0.59,2020,4,年报,akshare,
007113,2021-03-31,1,平安银行,7.82,165.55,3643.78,2021,1,季报,akshare,
007113,2021-03-31,951,中国重汽,4.81,62.76,2241.57,2021,1,季报,akshare,
007113,2021-06-30,1,平安银行,7.68,140.31,3173.83,2021,2,半年报,akshare,
007113,2021-06-30,762,西藏矿业,0.29,4.53,120.41,2021,2,半年报,akshare,
007113,2021-06-30,951,中国重汽,4.01,62.76,1658.6,2021,2,半年报,akshare,
007113,2021-06-30,1207,联科科技,0.01,0.07,2.26,2021,2,半年报,akshare,
007113,2021-06-30,1208,华菱线缆,0.0,0.18,1.36,2021,2,半年报,akshare,
007113,2021-06-30,2572,索菲亚,1.04,17.84,431.73,2021,2,半年报,akshare,
007113,2021-09-30,1,平安银行,7.72,136.91,2454.81,2021,3,季报,akshare,
007113,2021-09-30,2353,杰瑞股份,4.3,28.22,1366.41,2021,3,季报,akshare,
007113,2021-09-30,2493,荣盛石化,5.72,96.74,1818.71,2021,3,季报,akshare,
007113,2021-12-31,408,藏格矿业,0.87,6.19,253.79,2021,4,年报,akshare,
007113,2021-12-31,537,中绿电,2.06,24.87,599.37,2021,4,年报,akshare,
007113,2021-12-31,539,粤电力A,1.79,84.97,522.57,2021,4,年报,akshare,
007113,2021-12-31,596,古井贡酒,0.95,1.14,278.16,2021,4,年报,akshare,
007113,2021-12-31,768,中航西飞,1.63,13.02,475.23,2021,4,年报,akshare,
007113,2021-12-31,858,五粮液,2.18,2.86,636.81,2021,4,年报,akshare,
007113,2021-12-31,893,亚钾国际,1.27,13.91,370.7,2021,4,年报,akshare,
007113,2021-12-31,999,华润三九,1.1,9.33,319.46,2021,4,年报,akshare,
007113,2021-12-31,2036,联创电子,1.01,12.13,294.27,2021,4,年报,akshare,
007113,2021-12-31,2049,紫光国微,3.3,4.28,963.0,2021,4,年报,akshare,
007113,2021-12-31,2192,融捷股份,1.3,2.91,378.74,2021,4,年报,akshare,
007113,2021-12-31,2273,水晶光电,2.93,49.22,855.94,2021,4,年报,akshare,
007113,2021-12-31,2304,洋河股份,1.41,2.49,410.18,2021,4,年报,akshare,
007113,2021-12-31,2371,北方华创,3.14,2.64,916.13,2021,4,年报,akshare,
007113,2021-12-31,2460,赣锋锂业,4.53,9.24,1319.93,2021,4,年报,akshare,
007113,2021-12-31,2466,天齐锂业,3.92,10.69,1143.83,2021,4,年报,akshare,
007113,2021-12-31,2493,荣盛石化,2.13,34.25,621.98,2021,4,年报,akshare,
007113,2021-12-31,2594,比亚迪,3.14,3.42,916.97,2021,4,年报,akshare,
007113,2021-12-31,2821,凯莱英,0.95,0.64,278.4,2021,4,年报,akshare,
007113,2021-12-31,2920,德赛西威,0.49,1.02,144.34,2021,4,年报,akshare,
007113,2022-03-31,537,中绿电,5.11,66.36,1128.78,2022,1,季报,akshare,
007113,2022-03-31,2049,紫光国微,3.53,3.81,779.3,2022,1,季报,akshare,
007113,2022-03-31,2371,北方华创,3.9,3.14,860.36,2022,1,季报,akshare,
007113,2022-03-31,2460,赣锋锂业,5.42,9.52,1196.19,2022,1,季报,akshare,
007113,2022-06-30,333,美的集团,1.19,5.09,307.39,2022,2,半年报,akshare,
007113,2022-06-30,408,藏格矿业,0.39,3.03,99.81,2022,2,半年报,akshare,
007113,2022-06-30,568,泸州老窖,1.04,1.09,268.73,2022,2,半年报,akshare,
007113,2022-06-30,625,长安汽车,0.57,8.54,147.83,2022,2,半年报,akshare,
007113,2022-06-30,733,振华科技,1.47,2.79,379.36,2022,2,半年报,akshare,
007113,2022-06-30,858,五粮液,1.01,1.29,260.49,2022,2,半年报,akshare,
007113,2022-06-30,1268,联合精密,0.0,0.04,1.13,2022,2,半年报,akshare,
007113,2022-06-30,1308,康冠科技,0.01,0.07,1.95,2022,2,半年报,akshare,
007113,2022-06-30,1323,慕思股份,0.01,0.06,2.81,2022,2,半年报,akshare,
007113,2022-06-30,2129,TCL中环,3.36,14.68,864.51,2022,2,半年报,akshare,
007113,2022-06-30,2304,洋河股份,1.14,1.6,293.04,2022,2,半年报,akshare,
007113,2022-06-30,2312,川发龙蟒,1.41,21.07,363.67,2022,2,半年报,akshare,
007113,2022-06-30,2371,北方华创,3.97,3.69,1022.57,2022,2,半年报,akshare,
007113,2022-06-30,2384,东山精密,1.08,12.18,279.29,2022,2,半年报,akshare,
007113,2022-06-30,2410,广联达,1.97,9.31,506.84,2022,2,半年报,akshare,
007113,2022-06-30,2460,赣锋锂业,3.37,5.84,868.41,2022,2,半年报,akshare,
007113,2022-06-30,2466,天齐锂业,4.9,10.11,1261.73,2022,2,半年报,akshare,
007113,2022-06-30,2594,比亚迪,3.51,2.71,903.76,2022,2,半年报,akshare,
007113,2022-06-30,2709,天赐材料,1.36,5.65,350.64,2022,2,半年报,akshare,
007113,2022-06-30,2756,永兴材料,1.71,2.9,441.41,2022,2,半年报,akshare,
007113,2022-06-30,2812,恩捷股份,2.82,2.9,726.31,2022,2,半年报,akshare,
007113,2022-09-30,2371,北方华创,3.95,3.03,843.55,2022,3,季报,akshare,
007113,2022-09-30,2466,天齐锂业,4.92,10.48,1052.19,2022,3,季报,akshare,
007113,2022-12-31,63,中兴通讯,1.82,14.07,363.85,2022,4,年报,akshare,
007113,2022-12-31,539,粤电力A,1.58,56.99,316.29,2022,4,年报,akshare,
007113,2022-12-31,858,五粮液,0.51,0.57,102.99,2022,4,年报,akshare,
007113,2022-12-31,1256,炜冈科技,0.01,0.05,1.24,2022,4,年报,legacy,
007113,2022-12-31,1301,尚太科技,0.03,0.12,6.87,2022,4,年报,akshare,
007113,2022-12-31,1322,箭牌家居,0.01,0.08,1.21,2022,4,年报,legacy,
007113,2022-12-31,1333,光华股份,0.01,0.04,1.23,2022,4,年报,legacy,
007113,2022-12-31,2121,科陆电子,1.51,32.69,303.36,2022,4,年报,akshare,
007113,2022-12-31,2138,顺络电子,1.66,12.73,333.27,2022,4,年报,akshare,
007113,2022-12-31,2304,洋河股份,1.22,1.52,243.96,2022,4,年报,akshare,
007113,2022-12-31,2335,科华数据,2.03,8.14,406.1,2022,4,年报,akshare,
007113,2022-12-31,2352,顺丰控股,1.36,4.72,272.63,2022,4,年报,akshare,
007113,2022-12-31,2410,广联达,1.19,3.99,239.2,2022,4,年报,akshare,
